Sample ID	Log-likelihood ratio	Predicted tumor burden	Predicted sample class
Control-GC112895	2.524724457820308E-5	0.23	colorectal cancer
Control-GC112897	2.040705032142822E-5	0.23	colorectal cancer
Control-GC119350	1.368393745183209E-5	0.17	colorectal cancer
Control-GC119351	1.2945543282527976E-5	0.14	colorectal cancer
Control-GC119352	1.4155787682355053E-5	0.15	colorectal cancer
Control-GC119353	2.3926176331104975E-5	0.23	colorectal cancer
Control-GC119354	1.5419863562841254E-5	0.17	colorectal cancer
Control-GC119356	1.160203117913526E-5	0.12	colorectal cancer
Control-GRP-GC114128	7.818460725106378E-6	0.17	colorectal cancer
Control-GRP-GC114130	5.954101054759811E-6	0.08	colorectal cancer
Control-GRP-GC114131	1.2633383262208614E-5	0.16	colorectal cancer
Control-GRP-GC114132	6.090007850950596E-6	0.07	colorectal cancer
Control-GRP-GC114133	1.583198218779803E-5	0.17	colorectal cancer
Control-GRP-GC114134	5.025509724995079E-6	0.08	colorectal cancer
Control-GRP-GC114136	8.57894902748957E-6	0.12	colorectal cancer
Control-GRP-GC114137	4.115517237424549E-6	0.07	colorectal cancer
Control-GRP-GC114139	1.1882018981367834E-5	0.17	colorectal cancer
Control-GRP-GC114140	1.1167273751877873E-5	0.21	colorectal cancer
Control-GRP-GC114141	9.682111941849695E-6	0.14	colorectal cancer
Control-GRP-GC114142	8.553749122142793E-6	0.12	colorectal cancer
Control-GRP-GC114183	3.898415449476123E-6	0.08	ovarian cancer
Control-GRP-GC114185	1.2774647852127727E-5	0.15	colorectal cancer
Control-GRP-GC114186	1.2557774592720672E-5	0.14	colorectal cancer
Control-GRP-GC118464	1.463592096279753E-5	0.16	colorectal cancer
Control-GRP-GC118466	1.3644832863282115E-5	0.12	colorectal cancer
Control-GRP-GC118474	8.538188013718972E-6	0.12	colorectal cancer
Control-GRP-GC118476	9.688814484759821E-6	0.1	colorectal cancer
Control-GRP-GC118478	7.781709550921225E-6	0.1	colorectal cancer
Control-GRP-GC118484	3.2173357269278038E-6	0.08	ovarian cancer
Control-GRP-GC118485	4.907481442375876E-6	0.08	ovarian cancer
Control-GRP-GC118486	3.829814426529691E-6	0.05	ovarian cancer
Control-GRP-GC118489	6.1130725150540326E-6	0.12	ovarian cancer
Control-GRP-GC118490	1.4971600285321592E-5	0.15	colorectal cancer
Control-GRP-GC118491	9.156712065908704E-6	0.1	colorectal cancer
Control-GRP-GC118494	9.939188403492945E-6	0.1	colorectal cancer
Control-GRP-GC118496	4.537455380353492E-6	0.08	ovarian cancer
Control-GRP-GC118497	4.353270327595173E-6	0.08	ovarian cancer
Control-GRP-GC118499	8.563204970862881E-6	0.08	colorectal cancer
Control-GRP-GC119340	9.023077932590792E-6	0.08	colorectal cancer
Control-GRP-GC119343	6.4393785399304546E-6	0.1	colorectal cancer
Control-GRP-GC119367	8.87295277178613E-6	0.15	colorectal cancer
Control-GRP-GC119369	3.366424113796532E-6	0.08	ovarian cancer
Control-GRP-GC119370	5.366855678777033E-6	0.08	colorectal cancer
Control-GRP-GC119374	7.514030120259851E-6	0.08	colorectal cancer
Control-GRP-GC119375	1.7908248646658075E-5	0.16	colorectal cancer
Control-GRP-GC119377	8.323371925811878E-6	0.1	colorectal cancer
Control-GRP-GC119383	7.61666721502679E-6	0.1	colorectal cancer
Control-GRP-GC119384	7.935130234052728E-6	0.08	colorectal cancer
Control-GRP-GC119386	8.159198543336466E-6	0.08	colorectal cancer
Control-GRP-GC119388	1.021420380132298E-5	0.12	colorectal cancer
Control-GRP-GC119389	3.983942344113336E-6	0.08	ovarian cancer
Control-GRP-GC119390	8.634092462968931E-6	0.12	colorectal cancer
Control-GRP-GC119391	5.846322469710938E-6	0.08	colorectal cancer
Control-GRP-GC119394	4.867450726269734E-6	0.08	colorectal cancer
Control-GRP-GC119395	7.87003574869645E-6	0.12	colorectal cancer
Control-GRP-GC119397	8.678094190641125E-6	0.08	colorectal cancer
Control-GRP-GC119398	5.282554891111809E-6	0.08	ovarian cancer
Control-GRP-GC119399	5.6959770082363194E-6	0.08	ovarian cancer
Control-GRP-GC119400	8.529110451798873E-6	0.08	colorectal cancer
Control-GRP-GC119401	7.77167678379914E-6	0.08	colorectal cancer
Control-GRP-GC119402	1.1941555653538963E-5	0.12	colorectal cancer
Control-GRP-GC119403	6.883775955548382E-6	0.07	colorectal cancer
Control-GRP-GC119405	1.013420998054442E-5	0.12	colorectal cancer
Control-GRP-GC119410	3.929844415676687E-6	0.07	ovarian cancer
Control-GRP-GC119411	5.95926099090802E-6	0.08	colorectal cancer
Control-GRP-GC119415	6.409786970622106E-6	0.08	colorectal cancer
Control-GRP-GC119416	1.312691662680359E-5	0.12	colorectal cancer
Control-GRP-GC119417	6.1577911092327735E-6	0.08	colorectal cancer
Control-GRP-GC119419	9.395955805939906E-6	0.1	colorectal cancer
Control-GRP-GC119420	7.140981454681706E-6	0.08	colorectal cancer
Control-GRP-GC119421	1.4306123888335923E-5	0.17	colorectal cancer
Control-GRP-GC119422	4.441726276650208E-6	0.08	colorectal cancer
Control-GRP-GC119426	9.259918713697739E-6	0.12	colorectal cancer
Control-GRP-GC119430	8.517739813496876E-6	0.12	colorectal cancer
Control-GRP-GC121331	3.6957468549224815E-6	0.08	colorectal cancer
Control-GRP-GC121332	9.55137647470445E-6	0.15	colorectal cancer
Control-GRP-GC121336	2.3986796616675325E-6	0.08	ovarian cancer
Control-GRP-GC121337	5.263138885271907E-6	0.1	colorectal cancer
Control-GRP-GC121338	2.9530143769151454E-6	0.08	ovarian cancer
Control-GRP-GC121339	6.40172340707539E-6	0.1	colorectal cancer
Control-GRP-GC121340	3.6566336913493636E-6	0.08	ovarian cancer
Control-GRP-GC121341	7.1778774214999795E-6	0.12	colorectal cancer
Control-GRP-GC121342	1.0973229292276472E-5	0.12	colorectal cancer
Control-GRP-GC121343	7.859594354080792E-6	0.12	colorectal cancer
Control-GRP-GC121346	2.751410469575496E-6	0.07	ovarian cancer
Control-GRP-GC121347	8.380787996439732E-6	0.12	colorectal cancer
Control-GRP-GC121348	4.0665519490676206E-6	0.08	colorectal cancer
Control-GRP-GC121349	3.253479548537491E-6	0.01	colorectal cancer
gDNA-Breast-GC1002316	8.03082517860144E-5	0.82	breast cancer
gDNA-Breast-GC1003962	6.088344967644366E-5	0.99	breast cancer
gDNA-Breast-GC1003963	8.151466068161645E-5	0.99	breast cancer
gDNA-Breast-GC1003965	8.198127429376153E-5	0.99	breast cancer
gDNA-Breast-GC1003966	8.890404624929073E-5	0.99	breast cancer
gDNA-Cervical-GC112877	0.0	0	normal
gDNA-Cervical-GC112878	7.539125441049317E-5	0.86	cervical cancer
gDNA-Cervical-GC112880	3.956718068437571E-5	0.81	cervical cancer
gDNA-Cervical-GC112881	0.0	0	normal
gDNA-Cervical-GC112882	6.18265934499332E-5	0.81	cervical cancer
gDNA-Cervical-GC112883	2.1021360337580575E-5	0.79	ovarian cancer
gDNA-Colorectal-GC112876	1.2748349810224406E-4	0.82	colorectal cancer
gDNA-Colorectal-GC119345	7.347048755092865E-5	0.74	colorectal cancer
gDNA-Colorectal-GC119346	1.3747425163085223E-4	0.82	colorectal cancer
gDNA-Colorectal-GC119347	1.6233885030602214E-4	0.92	colorectal cancer
gDNA-Colorectal-GC119348	1.0265405002749672E-4	0.58	colorectal cancer
gDNA-Colorectal-GC119349	8.366677677150994E-5	0.82	colorectal cancer
gDNA-Ovarian-GC112879	8.026471988700838E-5	0.99	colorectal cancer
gDNA-Ovarian-GC119433	5.638068661752609E-5	0.82	colorectal cancer
gDNA-Ovarian-GC119434	3.9783510788357264E-5	0.5	colorectal cancer
gDNA-WBC-GC131344	4.965182222406837E-6	0.11	ovarian cancer
gDNA-WBC-GC131345	9.400938367554212E-6	0.12	colorectal cancer
gDNA-WBC-GC131346	5.6049243383199645E-6	0.08	colorectal cancer
gDNA-WBC-GC131347	1.870672910277462E-6	0.01	breast cancer
gDNA-WBC-GC131348	1.703939869955474E-6	0.01	breast cancer
gDNA-WBC-GC131349	3.380250741236653E-6	0.05	colorectal cancer
gDNA-WBC-GC131350	4.008084018910159E-6	0.07	colorectal cancer
gDNA-WBC-GC131351	2.4533327145237054E-6	0.05	colorectal cancer
gDNA-WBC-GC131352	2.026263183314E-6	0.01	colorectal cancer
gDNA-WBC-GC131353	4.092936482867559E-6	0.08	colorectal cancer
gDNA-WBC-GC131354	7.4837099655280425E-6	0.12	colorectal cancer
gDNA-WBC-GC131355	7.831716514675108E-6	0.13	colorectal cancer
Br62_rep5_Dep6_Tu0.5	2.7921707315432217E-6	0.12	ovarian cancer
Br62_rep5_Dep6_Tu3	3.3051785790698244E-6	0.13	breast cancer
Br62_rep6_Dep6_Tu30	1.7818486178950253E-5	0.39	breast cancer
Br62_rep7_Dep6_Tu20	1.3145598455987261E-5	0.3	breast cancer
Br62_rep2_Dep6_Tu40	2.334688388527561E-5	0.47	breast cancer
Br62_rep8_Dep6_Tu0.5	3.0627724506006505E-6	0.12	ovarian cancer
Br62_rep5_Dep6_Tu2	3.198213985874271E-6	0.13	breast cancer
Br62_rep4_Dep6_Tu50	2.6895770946844886E-5	0.52	breast cancer
Br62_rep8_Dep6_Tu40	2.277815597800905E-5	0.47	breast cancer
Br62_rep7_Dep6_Tu2	3.1766757071879457E-6	0.13	breast cancer
Br62_rep9_Dep6_Tu40	2.2952741986428546E-5	0.47	breast cancer
Br62_rep10_Dep6_Tu2	2.8598089234840963E-6	0.12	ovarian cancer
Br62_rep6_Dep6_Tu10	7.484237425947186E-6	0.21	breast cancer
Br62_rep2_Dep6_Tu2	3.1514978486283537E-6	0.12	ovarian cancer
Br62_rep9_Dep6_Tu5	4.585780125487854E-6	0.16	breast cancer
Br62_rep6_Dep6_Tu40	2.3461817857537077E-5	0.47	breast cancer
Br62_rep4_Dep6_Tu20	1.2230157638876143E-5	0.3	breast cancer
Br62_rep9_Dep6_Tu1	2.910490041601325E-6	0.12	ovarian cancer
Br62_rep1_Dep6_Tu0.3	2.918112058217163E-6	0.11	ovarian cancer
Br62_rep3_Dep6_Tu5	4.5448575687132235E-6	0.15	breast cancer
Br62_rep9_Dep6_Tu50	2.6614503756188283E-5	0.52	breast cancer
Br62_rep5_Dep6_Tu30	1.840078133619059E-5	0.36	breast cancer
Br62_rep9_Dep6_Tu0.5	2.9324011326778597E-6	0.11	ovarian cancer
Br62_rep1_Dep6_Tu20	1.2721948148981617E-5	0.3	breast cancer
Br62_rep4_Dep6_Tu2	3.210559370118961E-6	0.13	ovarian cancer
Br62_rep8_Dep6_Tu3	3.3503790361350297E-6	0.13	breast cancer
Br62_rep2_Dep6_Tu5	4.789684924979368E-6	0.15	breast cancer
Br62_rep2_Dep6_Tu1	2.393410382741027E-6	0.11	ovarian cancer
Br62_rep8_Dep6_Tu1	3.0914868961831606E-6	0.13	ovarian cancer
Br62_rep10_Dep6_Tu0.1	2.5727210475128244E-6	0.11	ovarian cancer
Br62_rep3_Dep6_Tu40	2.3380546029415665E-5	0.47	breast cancer
Br62_rep8_Dep6_Tu0.3	2.677733769160653E-6	0.11	ovarian cancer
Br62_rep4_Dep6_Tu0.5	3.01922191591892E-6	0.12	ovarian cancer
Br62_rep6_Dep6_Tu50	2.703674470089104E-5	0.52	breast cancer
Br62_rep7_Dep6_Tu0.1	3.0140237034823746E-6	0.11	ovarian cancer
Br62_rep9_Dep6_Tu30	1.850972386413679E-5	0.39	breast cancer
Br62_rep6_Dep6_Tu20	1.2867547413210912E-5	0.3	breast cancer
Br62_rep5_Dep6_Tu5	4.539150918027909E-6	0.15	breast cancer
Br62_rep4_Dep6_Tu40	2.215318304055982E-5	0.53	breast cancer
Br62_rep8_Dep6_Tu0.1	2.8779156942737085E-6	0.11	ovarian cancer
Br62_rep1_Dep6_Tu40	2.3049695780630938E-5	0.44	breast cancer
Br62_rep3_Dep6_Tu30	1.877233781442219E-5	0.39	breast cancer
Br62_rep7_Dep6_Tu0.5	2.824277921790984E-6	0.11	ovarian cancer
Br62_rep1_Dep6_Tu10	7.526131318325684E-6	0.21	breast cancer
Br62_rep10_Dep6_Tu20	1.361184638293262E-5	0.3	breast cancer
Br62_rep1_Dep6_Tu5	4.4768397440670395E-6	0.15	breast cancer
Br62_rep3_Dep6_Tu50	2.7884752729629935E-5	0.52	breast cancer
Br62_rep1_Dep6_Tu3	3.328009971312287E-6	0.13	breast cancer
Br62_rep7_Dep6_Tu30	1.8060114139758683E-5	0.38	breast cancer
Br62_rep6_Dep6_Tu1	3.033740496412941E-6	0.12	ovarian cancer
Br62_rep1_Dep6_Tu0.5	2.840669671579112E-6	0.11	ovarian cancer
Br62_rep1_Dep6_Tu0.1	2.701732293900789E-6	0.11	ovarian cancer
Br62_rep9_Dep6_Tu3	3.3949600997237303E-6	0.13	breast cancer
Br62_rep5_Dep6_Tu40	2.207234815843311E-5	0.47	breast cancer
Br62_rep10_Dep6_Tu3	3.2444202725553276E-6	0.13	breast cancer
Br62_rep2_Dep6_Tu0.3	2.7874431714144005E-6	0.12	ovarian cancer
Br62_rep10_Dep6_Tu40	2.363779736748642E-5	0.47	breast cancer
Br62_rep3_Dep6_Tu2	3.2294396876023904E-6	0.12	ovarian cancer
Br62_rep5_Dep6_Tu1	2.7359466555350117E-6	0.12	ovarian cancer
Br62_rep4_Dep6_Tu1	3.374209722656193E-6	0.12	ovarian cancer
Br62_rep10_Dep6_Tu0.5	3.2388881391237162E-6	0.12	ovarian cancer
Br62_rep5_Dep6_Tu20	1.3052968387288515E-5	0.3	breast cancer
Br62_rep6_Dep6_Tu0.3	2.9416574676919697E-6	0.11	ovarian cancer
Br62_rep9_Dep6_Tu0.3	2.6420114297366317E-6	0.11	ovarian cancer
Br62_rep2_Dep6_Tu20	1.3144176603899398E-5	0.3	breast cancer
Br62_rep6_Dep6_Tu0.5	2.858721119180606E-6	0.12	ovarian cancer
Br62_rep8_Dep6_Tu10	7.642394051545177E-6	0.21	breast cancer
Br62_rep2_Dep6_Tu0.1	2.9041426696877124E-6	0.11	ovarian cancer
Br62_rep5_Dep6_Tu10	7.450771415379777E-6	0.22	breast cancer
Br62_rep10_Dep6_Tu10	7.478686355914973E-6	0.21	breast cancer
Br62_rep4_Dep6_Tu10	7.425520586363151E-6	0.22	breast cancer
Br62_rep3_Dep6_Tu0.1	2.8177793186683595E-6	0.11	ovarian cancer
Br62_rep2_Dep6_Tu50	2.7501203239717292E-5	0.52	breast cancer
Br62_rep9_Dep6_Tu10	7.526376012606271E-6	0.22	breast cancer
Br62_rep5_Dep6_Tu0.3	2.886846268968566E-6	0.11	ovarian cancer
Br62_rep8_Dep6_Tu50	2.6821625894202605E-5	0.52	breast cancer
Br62_rep4_Dep6_Tu0.3	2.8020237326712356E-6	0.11	ovarian cancer
Br62_rep7_Dep6_Tu1	3.061036397085547E-6	0.12	ovarian cancer
Br62_rep3_Dep6_Tu0.5	2.9947599862504566E-6	0.11	ovarian cancer
Br62_rep7_Dep6_Tu40	2.323081290210396E-5	0.47	breast cancer
Br62_rep2_Dep6_Tu3	3.8041552037524187E-6	0.13	breast cancer
Br62_rep2_Dep6_Tu0.5	2.6565906908576204E-6	0.11	ovarian cancer
Br62_rep1_Dep6_Tu50	2.7474536964079773E-5	0.52	breast cancer
Br62_rep3_Dep6_Tu3	3.4897788676032396E-6	0.13	breast cancer
Br62_rep7_Dep6_Tu3	3.5246736442790156E-6	0.13	breast cancer
Br62_rep3_Dep6_Tu0.3	3.010607398345574E-6	0.12	ovarian cancer
Br62_rep8_Dep6_Tu30	1.8853039315442443E-5	0.39	breast cancer
Br62_rep4_Dep6_Tu30	1.7334489505491612E-5	0.41	breast cancer
Br62_rep6_Dep6_Tu3	3.5059686657281194E-6	0.13	breast cancer
Br62_rep4_Dep6_Tu0.1	2.7191671338520603E-6	0.11	ovarian cancer
Br62_rep8_Dep6_Tu5	4.650909460554704E-6	0.15	breast cancer
Br62_rep10_Dep6_Tu50	2.7792951330131243E-5	0.52	breast cancer
Br62_rep10_Dep6_Tu0.3	2.8059592259205805E-6	0.11	ovarian cancer
Br62_rep3_Dep6_Tu20	1.2497168089897391E-5	0.3	breast cancer
Br62_rep1_Dep6_Tu1	3.114363332377213E-6	0.12	ovarian cancer
Br62_rep3_Dep6_Tu1	3.139409888337769E-6	0.12	ovarian cancer
Br62_rep9_Dep6_Tu2	3.1418146717682607E-6	0.12	ovarian cancer
Br62_rep7_Dep6_Tu50	2.860689619287965E-5	0.52	breast cancer
Br62_rep7_Dep6_Tu5	4.4622572041705965E-6	0.15	breast cancer
Br62_rep8_Dep6_Tu2	3.023909978559595E-6	0.13	ovarian cancer
Br62_rep5_Dep6_Tu0.1	2.7782277179027186E-6	0.11	ovarian cancer
Br62_rep6_Dep6_Tu5	4.3631976499877525E-6	0.15	breast cancer
Br62_rep9_Dep6_Tu20	1.2608507702890998E-5	0.3	breast cancer
Br62_rep2_Dep6_Tu30	1.823777464078256E-5	0.39	breast cancer
Br62_rep7_Dep6_Tu10	7.255349228595502E-6	0.21	breast cancer
Br62_rep6_Dep6_Tu0.1	2.867841312289476E-6	0.11	ovarian cancer
Br62_rep5_Dep6_Tu50	2.7596817153225383E-5	0.52	breast cancer
Br62_rep10_Dep6_Tu1	3.148394315546123E-6	0.12	ovarian cancer
Br62_rep1_Dep6_Tu30	1.805002252100225E-5	0.34	breast cancer
Br62_rep7_Dep6_Tu0.3	2.80693505788671E-6	0.12	ovarian cancer
Br62_rep2_Dep6_Tu10	7.039756581032926E-6	0.21	breast cancer
Br62_rep9_Dep6_Tu0.1	2.8518683203540043E-6	0.11	ovarian cancer
Br62_rep3_Dep6_Tu10	7.80245713910884E-6	0.21	breast cancer
Br62_rep4_Dep6_Tu5	4.791060064158584E-6	0.15	breast cancer
Br62_rep8_Dep6_Tu20	1.2596221973470843E-5	0.3	breast cancer
Br62_rep1_Dep6_Tu2	3.0498718348789296E-6	0.13	ovarian cancer
Br62_rep10_Dep6_Tu5	4.75777730115588E-6	0.15	breast cancer
Br62_rep10_Dep6_Tu30	1.812439069296528E-5	0.39	breast cancer
Br62_rep6_Dep6_Tu2	3.1505979990897846E-6	0.12	ovarian cancer
Br62_rep4_Dep6_Tu3	3.3919700897216353E-6	0.13	breast cancer
Br66_rep4_Dep6_Tu50	3.771344505983905E-5	0.59	breast cancer
Br66_rep3_Dep6_Tu0.5	2.9394731266909664E-6	0.11	ovarian cancer
Br66_rep2_Dep6_Tu3	3.8608312995260546E-6	0.15	breast cancer
Br66_rep6_Dep6_Tu40	3.178746953156323E-5	0.49	breast cancer
Br66_rep9_Dep6_Tu0.1	2.8200979451211083E-6	0.11	ovarian cancer
Br66_rep9_Dep6_Tu5	5.312924007954047E-6	0.16	breast cancer
Br66_rep10_Dep6_Tu1	2.6888172322564573E-6	0.12	ovarian cancer
Br66_rep6_Dep6_Tu20	1.6659538334323944E-5	0.3	breast cancer
Br66_rep10_Dep6_Tu30	2.445911940865278E-5	0.41	breast cancer
Br66_rep10_Dep6_Tu5	5.35710545257855E-6	0.15	breast cancer
Br66_rep7_Dep6_Tu1	3.053937430428585E-6	0.12	ovarian cancer
Br66_rep6_Dep6_Tu0.3	2.8591129144879633E-6	0.11	ovarian cancer
Br66_rep1_Dep6_Tu30	2.4004535090011843E-5	0.41	breast cancer
Br66_rep3_Dep6_Tu1	3.0608167984911547E-6	0.12	ovarian cancer
Br66_rep3_Dep6_Tu30	2.506033136798077E-5	0.41	breast cancer
Br66_rep9_Dep6_Tu1	2.9196845684753423E-6	0.12	ovarian cancer
Br66_rep9_Dep6_Tu40	3.135759112815788E-5	0.49	breast cancer
Br66_rep5_Dep6_Tu1	2.904054048206267E-6	0.12	ovarian cancer
Br66_rep2_Dep6_Tu5	5.095052688594158E-6	0.15	breast cancer
Br66_rep5_Dep6_Tu30	2.371757522270573E-5	0.41	breast cancer
Br66_rep7_Dep6_Tu50	3.892325865764431E-5	0.59	breast cancer
Br66_rep4_Dep6_Tu40	3.134613762733556E-5	0.49	breast cancer
Br66_rep8_Dep6_Tu5	5.348591920640113E-6	0.15	breast cancer
Br66_rep9_Dep6_Tu2	3.335677426660443E-6	0.13	ovarian cancer
Br66_rep6_Dep6_Tu30	2.3849623139771684E-5	0.41	breast cancer
Br66_rep4_Dep6_Tu0.1	2.731751784598968E-6	0.11	ovarian cancer
Br66_rep5_Dep6_Tu10	8.597269417145524E-6	0.22	breast cancer
Br66_rep3_Dep6_Tu40	3.239926698807495E-5	0.49	breast cancer
Br66_rep9_Dep6_Tu0.5	3.052724134442935E-6	0.12	ovarian cancer
Br66_rep8_Dep6_Tu2	3.23042294863013E-6	0.13	breast cancer
Br66_rep10_Dep6_Tu2	3.1768958384875598E-6	0.13	ovarian cancer
Br66_rep6_Dep6_Tu0.1	2.85344512106538E-6	0.11	ovarian cancer
Br66_rep5_Dep6_Tu0.5	2.7417481263015186E-6	0.12	ovarian cancer
Br66_rep2_Dep6_Tu20	1.6088874961890364E-5	0.3	breast cancer
Br66_rep4_Dep6_Tu0.5	3.1014855113727584E-6	0.12	ovarian cancer
Br66_rep4_Dep6_Tu5	4.962358661428765E-6	0.16	breast cancer
