Sample ID	Log-likelihood ratio	Predicted tumor burden	Predicted sample class
Cervical-GC1002984	2.794519980247952E-5	0.14	colorectal cancer
Cervical-GC114187	4.3920758825780253E-5	0.23	colorectal cancer
Cervical-GC114188	2.4014094758829385E-5	0.23	ovarian cancer
Control-GC1003986	1.160003794396236E-5	0.15	colorectal cancer
Control-GC1003988	1.584347339468821E-5	0.15	colorectal cancer
Control-GC110675	9.447039407654958E-6	0.12	ovarian cancer
Control-GC112864	1.1497029055082156E-5	0.17	colorectal cancer
Control-GC112894	5.493368455272923E-5	0.36	colorectal cancer
Control-GC112895	4.139584627793003E-5	0.23	colorectal cancer
Control-GC112897	3.3592119630054506E-5	0.23	colorectal cancer
Control-GC119350	2.2209910215986462E-5	0.17	colorectal cancer
Control-GC119351	2.1038633557496705E-5	0.14	colorectal cancer
Control-GC119352	2.2560713070837878E-5	0.14	colorectal cancer
Control-GC119353	3.917644585997248E-5	0.23	colorectal cancer
Control-GC119354	2.5099226748577645E-5	0.16	colorectal cancer
Control-GC119356	1.8317372847366125E-5	0.12	colorectal cancer
Control-GRP-GC114128	1.3142829017164692E-5	0.15	colorectal cancer
Control-GRP-GC114130	9.345767306902023E-6	0.08	colorectal cancer
Control-GRP-GC114131	2.0920362392028522E-5	0.16	colorectal cancer
Control-GRP-GC114132	9.530686390049709E-6	0.07	colorectal cancer
Control-GRP-GC114133	2.601415270791994E-5	0.17	colorectal cancer
Control-GRP-GC114134	8.032469987446564E-6	0.08	colorectal cancer
Control-GRP-GC114136	1.3980222825804906E-5	0.11	colorectal cancer
Control-GRP-GC114137	5.9840561133889156E-6	0.07	colorectal cancer
Control-GRP-GC114139	1.9504553067299466E-5	0.17	colorectal cancer
Control-GRP-GC114140	1.8281530999648663E-5	0.21	colorectal cancer
Control-GRP-GC114141	1.5781104677749043E-5	0.12	colorectal cancer
Control-GRP-GC114142	1.3717674968575675E-5	0.11	colorectal cancer
Control-GRP-GC114183	6.011050623438559E-6	0.08	ovarian cancer
Control-GRP-GC114185	2.01906974732981E-5	0.15	colorectal cancer
Control-GRP-GC114186	2.009790042056279E-5	0.14	colorectal cancer
Control-GRP-GC118464	2.3412374283660297E-5	0.15	colorectal cancer
Control-GRP-GC118466	2.1145095654054967E-5	0.12	colorectal cancer
Control-GRP-GC118474	1.4013411724765143E-5	0.12	colorectal cancer
Control-GRP-GC118476	1.572316946307632E-5	0.11	colorectal cancer
Control-GRP-GC118478	1.1822485911207378E-5	0.1	colorectal cancer
Control-GRP-GC118484	4.860381597344769E-6	0.08	ovarian cancer
Control-GRP-GC118485	7.096024778215783E-6	0.1	ovarian cancer
Control-GRP-GC118486	5.153382587142384E-6	0.05	ovarian cancer
Control-GRP-GC118489	9.81162683600293E-6	0.08	colorectal cancer
Control-GRP-GC118490	2.390867351008231E-5	0.15	colorectal cancer
Control-GRP-GC118491	1.3871190797798852E-5	0.1	colorectal cancer
Control-GRP-GC118494	1.557764947968987E-5	0.1	colorectal cancer
Control-GRP-GC118496	6.669874372909537E-6	0.08	ovarian cancer
Control-GRP-GC118497	6.696676634407019E-6	0.08	ovarian cancer
Control-GRP-GC118499	1.3169809151224143E-5	0.08	colorectal cancer
Control-GRP-GC119340	1.4121778271174434E-5	0.08	colorectal cancer
Control-GRP-GC119343	1.047925182985274E-5	0.1	colorectal cancer
Control-GRP-GC119367	1.4198267012448588E-5	0.15	colorectal cancer
Control-GRP-GC119369	5.049383865653862E-6	0.08	ovarian cancer
Control-GRP-GC119370	8.478395964145618E-6	0.08	colorectal cancer
Control-GRP-GC119374	1.1742471166632111E-5	0.08	colorectal cancer
Control-GRP-GC119375	2.8471899996138933E-5	0.15	colorectal cancer
Control-GRP-GC119377	1.2661242688697693E-5	0.1	colorectal cancer
Control-GRP-GC119383	1.1883936977135971E-5	0.1	colorectal cancer
Control-GRP-GC119384	1.1922703666146214E-5	0.08	colorectal cancer
Control-GRP-GC119386	1.2990611494239838E-5	0.08	colorectal cancer
Control-GRP-GC119388	1.6535683581324507E-5	0.12	colorectal cancer
Control-GRP-GC119389	5.416176561139147E-6	0.05	colorectal cancer
Control-GRP-GC119390	1.4479390313019265E-5	0.11	colorectal cancer
Control-GRP-GC119391	8.978046141620131E-6	0.08	colorectal cancer
Control-GRP-GC119394	7.723475271962235E-6	0.12	ovarian cancer
Control-GRP-GC119395	1.2963159589514202E-5	0.12	colorectal cancer
Control-GRP-GC119397	1.3828304681728991E-5	0.08	colorectal cancer
Control-GRP-GC119398	7.736385247734626E-6	0.08	ovarian cancer
Control-GRP-GC119399	8.601425993088902E-6	0.1	ovarian cancer
Control-GRP-GC119400	1.3250690713136879E-5	0.08	colorectal cancer
Control-GRP-GC119401	1.1925972697891701E-5	0.08	colorectal cancer
Control-GRP-GC119402	1.95964777073879E-5	0.12	colorectal cancer
Control-GRP-GC119403	1.0561643263505406E-5	0.07	colorectal cancer
Control-GRP-GC119405	1.5980960507142453E-5	0.12	colorectal cancer
Control-GRP-GC119410	5.298777064880746E-6	0.07	ovarian cancer
Control-GRP-GC119411	9.088980905079113E-6	0.08	colorectal cancer
Control-GRP-GC119415	9.805676307061337E-6	0.08	colorectal cancer
Control-GRP-GC119416	2.066870881022844E-5	0.12	colorectal cancer
Control-GRP-GC119417	9.604520629310547E-6	0.08	colorectal cancer
Control-GRP-GC119419	1.497828200124782E-5	0.1	colorectal cancer
Control-GRP-GC119420	1.118885757301375E-5	0.08	colorectal cancer
Control-GRP-GC119421	2.2679751901188732E-5	0.17	colorectal cancer
Control-GRP-GC119422	7.222539493671734E-6	0.08	colorectal cancer
Control-GRP-GC119426	1.494345369992175E-5	0.12	colorectal cancer
Control-GRP-GC119430	1.3754242401720775E-5	0.12	colorectal cancer
Control-GRP-GC121331	6.2426085110149275E-6	0.08	colorectal cancer
Control-GRP-GC121332	1.5596911977701518E-5	0.14	colorectal cancer
Control-GRP-GC121336	3.2489607792836005E-6	0.08	ovarian cancer
Control-GRP-GC121337	8.607892202848191E-6	0.1	colorectal cancer
Control-GRP-GC121338	4.723325348224978E-6	0.07	colorectal cancer
Control-GRP-GC121339	1.0520201061689856E-5	0.1	colorectal cancer
Control-GRP-GC121340	5.609574388500688E-6	0.07	colorectal cancer
Control-GRP-GC121341	1.1497380442734287E-5	0.12	colorectal cancer
Control-GRP-GC121342	1.7747551710757217E-5	0.12	colorectal cancer
Control-GRP-GC121343	1.2731093449193668E-5	0.12	colorectal cancer
Control-GRP-GC121346	3.945445243081351E-6	0.07	ovarian cancer
Control-GRP-GC121347	1.4018914501697495E-5	0.12	colorectal cancer
Control-GRP-GC121348	6.277598564864197E-6	0.08	colorectal cancer
Control-GRP-GC121349	4.536651323696064E-6	0.05	ovarian cancer
gDNA-Breast-GC1002316	1.2766584142952968E-4	0.82	breast cancer
gDNA-Breast-GC1003962	9.704181101024372E-5	0.99	breast cancer
gDNA-Breast-GC1003963	1.2872089959077852E-4	0.99	breast cancer
gDNA-Breast-GC1003965	1.3149957862402297E-4	0.99	breast cancer
gDNA-Breast-GC1003966	1.400254819908972E-4	0.99	breast cancer
gDNA-Cervical-GC112877	0.0	0	normal
gDNA-Cervical-GC112878	1.2966898424461218E-4	0.99	cervical cancer
gDNA-Cervical-GC112880	6.615955279894147E-5	0.82	cervical cancer
gDNA-Cervical-GC112881	0.0	0	normal
gDNA-Cervical-GC112882	1.0343644854200518E-4	0.82	cervical cancer
gDNA-Cervical-GC112883	3.663476214548976E-5	0.84	ovarian cancer
gDNA-Colorectal-GC112876	2.0521742127658783E-4	0.82	colorectal cancer
gDNA-Colorectal-GC119345	1.164882751067615E-4	0.74	colorectal cancer
gDNA-Colorectal-GC119346	2.2020299595699127E-4	0.82	colorectal cancer
gDNA-Colorectal-GC119347	2.5535945636743693E-4	0.99	colorectal cancer
gDNA-Colorectal-GC119348	1.6523006896296253E-4	0.58	colorectal cancer
gDNA-Colorectal-GC119349	1.2791257972060845E-4	0.63	colorectal cancer
gDNA-Ovarian-GC112879	1.26439568997225E-4	0.99	colorectal cancer
gDNA-Ovarian-GC119433	9.334548785229553E-5	0.91	colorectal cancer
gDNA-Ovarian-GC119434	6.353954150112821E-5	0.5	colorectal cancer
gDNA-WBC-GC131344	7.272397043413605E-6	0.12	ovarian cancer
gDNA-WBC-GC131345	1.4995055462402174E-5	0.12	colorectal cancer
gDNA-WBC-GC131346	9.161495602523519E-6	0.08	colorectal cancer
gDNA-WBC-GC131347	2.3858235980486344E-6	0.01	breast cancer
gDNA-WBC-GC131348	2.259000927199219E-6	0.01	breast cancer
gDNA-WBC-GC131349	5.201146059032203E-6	0.05	colorectal cancer
gDNA-WBC-GC131350	5.9293262145160105E-6	0.07	colorectal cancer
gDNA-WBC-GC131351	3.786676328252187E-6	0.05	colorectal cancer
gDNA-WBC-GC131352	2.724343400377899E-6	0.01	colorectal cancer
gDNA-WBC-GC131353	6.390364138108718E-6	0.08	colorectal cancer
gDNA-WBC-GC131354	1.157126482854469E-5	0.11	colorectal cancer
gDNA-WBC-GC131355	1.237930912409231E-5	0.13	colorectal cancer
Br62_rep5_Dep6_Tu0.5	4.772642031165095E-6	0.08	colorectal cancer
Br62_rep5_Dep6_Tu3	6.191405595404243E-6	0.13	breast cancer
Br62_rep6_Dep6_Tu30	2.9810187970161715E-5	0.39	breast cancer
Br62_rep7_Dep6_Tu20	2.2244349893692805E-5	0.3	breast cancer
Br62_rep2_Dep6_Tu40	3.7807148361860976E-5	0.47	breast cancer
Br62_rep8_Dep6_Tu0.5	4.942643627634756E-6	0.11	ovarian cancer
Br62_rep5_Dep6_Tu2	5.363575109385934E-6	0.08	colorectal cancer
Br62_rep4_Dep6_Tu50	4.419251422356262E-5	0.52	breast cancer
Br62_rep8_Dep6_Tu40	3.7748399421172235E-5	0.47	breast cancer
Br62_rep7_Dep6_Tu2	5.818626963228649E-6	0.13	breast cancer
Br62_rep9_Dep6_Tu40	3.781729952161848E-5	0.47	breast cancer
Br62_rep10_Dep6_Tu2	5.261160820825264E-6	0.08	colorectal cancer
Br62_rep6_Dep6_Tu10	1.308630758999673E-5	0.21	breast cancer
Br62_rep2_Dep6_Tu2	5.51452733368245E-6	0.08	colorectal cancer
Br62_rep9_Dep6_Tu5	7.622037122886821E-6	0.16	breast cancer
Br62_rep6_Dep6_Tu40	3.906831539304185E-5	0.47	breast cancer
Br62_rep4_Dep6_Tu20	2.0828320359337888E-5	0.3	breast cancer
Br62_rep9_Dep6_Tu1	4.896126643449481E-6	0.08	colorectal cancer
Br62_rep1_Dep6_Tu0.3	4.569308142395586E-6	0.11	ovarian cancer
Br62_rep3_Dep6_Tu5	7.671968594428669E-6	0.15	breast cancer
Br62_rep9_Dep6_Tu50	4.37251611158457E-5	0.52	breast cancer
Br62_rep5_Dep6_Tu30	3.0644134075717E-5	0.39	breast cancer
Br62_rep9_Dep6_Tu0.5	4.820975302133612E-6	0.08	colorectal cancer
Br62_rep1_Dep6_Tu20	2.1216908137668037E-5	0.3	breast cancer
Br62_rep4_Dep6_Tu2	5.739143734294431E-6	0.13	ovarian cancer
Br62_rep8_Dep6_Tu3	5.9273207503155E-6	0.15	breast cancer
Br62_rep2_Dep6_Tu5	8.343831739521462E-6	0.16	breast cancer
Br62_rep2_Dep6_Tu1	4.131555156903181E-6	0.08	colorectal cancer
Br62_rep8_Dep6_Tu1	5.219939902020078E-6	0.13	ovarian cancer
Br62_rep10_Dep6_Tu0.1	4.437369283433942E-6	0.11	ovarian cancer
Br62_rep3_Dep6_Tu40	3.974566786028153E-5	0.47	breast cancer
Br62_rep8_Dep6_Tu0.3	4.260658440602996E-6	0.08	colorectal cancer
Br62_rep4_Dep6_Tu0.5	4.901885180835786E-6	0.08	colorectal cancer
Br62_rep6_Dep6_Tu50	4.45108195153562E-5	0.52	breast cancer
Br62_rep7_Dep6_Tu0.1	4.854532472172789E-6	0.11	ovarian cancer
Br62_rep9_Dep6_Tu30	3.0769144087119755E-5	0.39	breast cancer
Br62_rep6_Dep6_Tu20	2.2131074754602758E-5	0.29	breast cancer
Br62_rep5_Dep6_Tu5	7.5921068349659264E-6	0.15	breast cancer
Br62_rep4_Dep6_Tu40	3.766195512926319E-5	0.53	breast cancer
Br62_rep8_Dep6_Tu0.1	4.780182099650889E-6	0.11	ovarian cancer
Br62_rep1_Dep6_Tu40	3.8727388269501786E-5	0.44	breast cancer
Br62_rep3_Dep6_Tu30	3.1394762045895954E-5	0.39	breast cancer
Br62_rep7_Dep6_Tu0.5	4.876207469819459E-6	0.08	colorectal cancer
Br62_rep1_Dep6_Tu10	1.2423876690465096E-5	0.21	breast cancer
Br62_rep10_Dep6_Tu20	2.245198211740691E-5	0.3	breast cancer
Br62_rep1_Dep6_Tu5	8.060794446065444E-6	0.16	breast cancer
Br62_rep3_Dep6_Tu50	4.611081888039748E-5	0.52	breast cancer
Br62_rep1_Dep6_Tu3	5.4807468969979375E-6	0.12	breast cancer
Br62_rep7_Dep6_Tu30	3.098558371312267E-5	0.39	breast cancer
Br62_rep6_Dep6_Tu1	5.128193121866286E-6	0.12	ovarian cancer
Br62_rep1_Dep6_Tu0.5	4.488392901528143E-6	0.11	ovarian cancer
Br62_rep1_Dep6_Tu0.1	4.547134359535015E-6	0.11	ovarian cancer
Br62_rep9_Dep6_Tu3	5.559836794878006E-6	0.14	breast cancer
Br62_rep5_Dep6_Tu40	3.700364303054504E-5	0.47	breast cancer
Br62_rep10_Dep6_Tu3	5.770982975084805E-6	0.13	breast cancer
Br62_rep2_Dep6_Tu0.3	4.711836663454902E-6	0.12	ovarian cancer
Br62_rep10_Dep6_Tu40	3.917624152249034E-5	0.47	breast cancer
Br62_rep3_Dep6_Tu2	5.196276978734648E-6	0.08	colorectal cancer
Br62_rep5_Dep6_Tu1	4.537780596748536E-6	0.12	ovarian cancer
Br62_rep4_Dep6_Tu1	5.629853354481004E-6	0.08	colorectal cancer
Br62_rep10_Dep6_Tu0.5	5.158812408908785E-6	0.12	ovarian cancer
Br62_rep5_Dep6_Tu20	2.1954384408525377E-5	0.3	breast cancer
Br62_rep6_Dep6_Tu0.3	4.384300392575702E-6	0.11	ovarian cancer
Br62_rep9_Dep6_Tu0.3	4.115457893090711E-6	0.08	colorectal cancer
Br62_rep2_Dep6_Tu20	2.182621416295409E-5	0.29	breast cancer
Br62_rep6_Dep6_Tu0.5	4.786869161273321E-6	0.12	ovarian cancer
Br62_rep8_Dep6_Tu10	1.279564751270814E-5	0.21	breast cancer
Br62_rep2_Dep6_Tu0.1	4.913679464780788E-6	0.11	ovarian cancer
Br62_rep5_Dep6_Tu10	1.2320287519939234E-5	0.21	breast cancer
Br62_rep10_Dep6_Tu10	1.2735622909498214E-5	0.21	breast cancer
Br62_rep4_Dep6_Tu10	1.239165290344116E-5	0.21	breast cancer
Br62_rep3_Dep6_Tu0.1	4.862342825365513E-6	0.11	ovarian cancer
Br62_rep2_Dep6_Tu50	4.574522886097084E-5	0.52	breast cancer
Br62_rep9_Dep6_Tu10	1.294326021452908E-5	0.21	breast cancer
Br62_rep5_Dep6_Tu0.3	4.822162116763867E-6	0.08	colorectal cancer
Br62_rep8_Dep6_Tu50	4.3784080735856815E-5	0.52	breast cancer
Br62_rep4_Dep6_Tu0.3	4.789461274412896E-6	0.11	ovarian cancer
Br62_rep7_Dep6_Tu1	4.852287769261696E-6	0.12	ovarian cancer
Br62_rep3_Dep6_Tu0.5	4.493141077642147E-6	0.07	colorectal cancer
Br62_rep7_Dep6_Tu40	3.8540170842836155E-5	0.44	breast cancer
Br62_rep2_Dep6_Tu3	6.643914333666669E-6	0.14	breast cancer
Br62_rep2_Dep6_Tu0.5	4.514191792991291E-6	0.11	ovarian cancer
Br62_rep1_Dep6_Tu50	4.5065558180164405E-5	0.52	breast cancer
Br62_rep3_Dep6_Tu3	6.112254134474653E-6	0.13	breast cancer
Br62_rep7_Dep6_Tu3	6.019709966051182E-6	0.14	breast cancer
Br62_rep3_Dep6_Tu0.3	4.8576996075888014E-6	0.11	ovarian cancer
Br62_rep8_Dep6_Tu30	3.115154424154336E-5	0.39	breast cancer
Br62_rep4_Dep6_Tu30	2.9686715333803883E-5	0.41	breast cancer
Br62_rep6_Dep6_Tu3	6.117539793432549E-6	0.14	breast cancer
Br62_rep4_Dep6_Tu0.1	4.343294092134991E-6	0.11	ovarian cancer
Br62_rep8_Dep6_Tu5	7.534718142301208E-6	0.15	breast cancer
Br62_rep10_Dep6_Tu50	4.5697147230831835E-5	0.55	breast cancer
Br62_rep10_Dep6_Tu0.3	4.678128045571937E-6	0.11	ovarian cancer
Br62_rep3_Dep6_Tu20	2.1338016496795166E-5	0.29	breast cancer
Br62_rep1_Dep6_Tu1	4.943309539241328E-6	0.12	ovarian cancer
Br62_rep3_Dep6_Tu1	5.197064105137096E-6	0.13	ovarian cancer
Br62_rep9_Dep6_Tu2	5.722696953289785E-6	0.08	colorectal cancer
Br62_rep7_Dep6_Tu50	4.6624530667269926E-5	0.55	breast cancer
Br62_rep7_Dep6_Tu5	7.500920521498162E-6	0.16	breast cancer
Br62_rep8_Dep6_Tu2	5.31716137713644E-6	0.12	breast cancer
Br62_rep5_Dep6_Tu0.1	4.259953928908179E-6	0.11	ovarian cancer
Br62_rep6_Dep6_Tu5	7.927931879493376E-6	0.15	breast cancer
Br62_rep9_Dep6_Tu20	2.112856112764284E-5	0.29	breast cancer
Br62_rep2_Dep6_Tu30	3.081820935632653E-5	0.41	breast cancer
Br62_rep7_Dep6_Tu10	1.281352411490638E-5	0.21	breast cancer
Br62_rep6_Dep6_Tu0.1	4.656818485670328E-6	0.11	ovarian cancer
Br62_rep5_Dep6_Tu50	4.653544309965974E-5	0.55	breast cancer
Br62_rep10_Dep6_Tu1	4.963348249546344E-6	0.12	ovarian cancer
Br62_rep1_Dep6_Tu30	3.098157856964859E-5	0.38	breast cancer
Br62_rep7_Dep6_Tu0.3	4.687606205832581E-6	0.08	colorectal cancer
Br62_rep2_Dep6_Tu10	1.2214337868047462E-5	0.21	breast cancer
Br62_rep9_Dep6_Tu0.1	4.706621760264917E-6	0.12	ovarian cancer
Br62_rep3_Dep6_Tu10	1.3423553335952694E-5	0.21	breast cancer
Br62_rep4_Dep6_Tu5	7.6093556223424144E-6	0.16	breast cancer
Br62_rep8_Dep6_Tu20	2.1681887815691703E-5	0.29	breast cancer
Br62_rep1_Dep6_Tu2	5.424967891471447E-6	0.12	breast cancer
Br62_rep10_Dep6_Tu5	8.2294630181552E-6	0.15	breast cancer
Br62_rep10_Dep6_Tu30	3.0758277774328935E-5	0.39	breast cancer
Br62_rep6_Dep6_Tu2	5.5460870329813035E-6	0.08	colorectal cancer
Br62_rep4_Dep6_Tu3	6.333483586890274E-6	0.14	breast cancer
Br66_rep4_Dep6_Tu50	6.11460232955852E-5	0.57	breast cancer
Br66_rep3_Dep6_Tu0.5	4.384795071380646E-6	0.11	ovarian cancer
Br66_rep2_Dep6_Tu3	6.7094265232968455E-6	0.14	breast cancer
Br66_rep6_Dep6_Tu40	5.1748723572785666E-5	0.49	breast cancer
Br66_rep9_Dep6_Tu0.1	4.674760716941851E-6	0.11	ovarian cancer
Br66_rep9_Dep6_Tu5	8.547040843235398E-6	0.16	breast cancer
Br66_rep10_Dep6_Tu1	4.602454448907784E-6	0.12	ovarian cancer
Br66_rep6_Dep6_Tu20	2.764728031874242E-5	0.3	breast cancer
Br66_rep10_Dep6_Tu30	4.022617503751504E-5	0.41	breast cancer
Br66_rep10_Dep6_Tu5	9.3268989099852E-6	0.16	breast cancer
Br66_rep7_Dep6_Tu1	4.892647256751362E-6	0.11	ovarian cancer
Br66_rep6_Dep6_Tu0.3	4.264696950796794E-6	0.11	ovarian cancer
Br66_rep1_Dep6_Tu30	3.988185984639065E-5	0.41	breast cancer
Br66_rep3_Dep6_Tu1	5.198232913326664E-6	0.12	ovarian cancer
Br66_rep3_Dep6_Tu30	4.154417813926798E-5	0.41	breast cancer
Br66_rep9_Dep6_Tu1	4.962245251627017E-6	0.12	ovarian cancer
Br66_rep9_Dep6_Tu40	5.156638460928378E-5	0.49	breast cancer
Br66_rep5_Dep6_Tu1	4.772907410735823E-6	0.12	ovarian cancer
Br66_rep2_Dep6_Tu5	9.018318516752318E-6	0.16	breast cancer
Br66_rep5_Dep6_Tu30	3.963744709479943E-5	0.41	breast cancer
Br66_rep7_Dep6_Tu50	6.373850406321188E-5	0.59	breast cancer
Br66_rep4_Dep6_Tu40	5.1631343583092425E-5	0.49	breast cancer
Br66_rep8_Dep6_Tu5	8.716566109986973E-6	0.15	breast cancer
Br66_rep9_Dep6_Tu2	5.76966080249128E-6	0.08	colorectal cancer
Br66_rep6_Dep6_Tu30	3.884782136330696E-5	0.41	breast cancer
Br66_rep4_Dep6_Tu0.1	4.391869877623709E-6	0.11	ovarian cancer
Br66_rep5_Dep6_Tu10	1.398718810848642E-5	0.22	breast cancer
Br66_rep3_Dep6_Tu40	5.315336040534474E-5	0.49	breast cancer
Br66_rep9_Dep6_Tu0.5	5.0344727094866685E-6	0.11	ovarian cancer
Br66_rep8_Dep6_Tu2	5.916548424029541E-6	0.13	breast cancer
Br66_rep10_Dep6_Tu2	5.544513611986824E-6	0.08	colorectal cancer
Br66_rep6_Dep6_Tu0.1	4.702293526464971E-6	0.11	ovarian cancer
Br66_rep5_Dep6_Tu0.5	4.75841880850143E-6	0.08	colorectal cancer
Br66_rep2_Dep6_Tu20	2.6817086952575546E-5	0.3	breast cancer
Br66_rep4_Dep6_Tu0.5	5.032769777708087E-6	0.08	colorectal cancer
Br66_rep4_Dep6_Tu5	8.13639571143347E-6	0.16	breast cancer
