Sample ID	Log-likelihood ratio	Predicted tumor burden	Predicted sample class
Colorectal-GC1003999	2.048634524751002E-5	0.28	colorectal cancer
Colorectal-GC1004000	8.684851375423786E-5	0.65	colorectal cancer
Colorectal-GC1004001	7.494369510353591E-6	0.1	colorectal cancer
Colorectal-GC1004002	7.727299842930098E-6	0.16	colorectal cancer
Colorectal-GC1004003	1.2846706772666773E-5	0.21	colorectal cancer
Colorectal-GC137538	7.19387089290225E-6	0.23	colorectal cancer
Colorectal-GC137539	7.763763723281907E-6	0.12	colorectal cancer
Colorectal-GC137540	6.910822956558927E-6	0.12	colorectal cancer
Colorectal-GC137541	1.3655626882445887E-5	0.17	colorectal cancer
Colorectal-GC137542	2.656003103177604E-6	0.12	colorectal cancer
Colorectal-GC137543	2.2063723751607513E-5	0.23	colorectal cancer
Colorectal-GC137544	8.701552000501257E-6	0.14	colorectal cancer
Colorectal-GC137545	3.7388104932141883E-6	0.15	colorectal cancer
Colorectal-GC137546	5.493282607250559E-6	0.11	colorectal cancer
Colorectal-GC137547	9.097228933586157E-6	0.15	colorectal cancer
Colorectal-GC137548	5.879993472047881E-6	0.12	colorectal cancer
Colorectal-GC137549	4.392144993259265E-5	0.36	colorectal cancer
Colorectal-GC137550	1.1710771090992969E-5	0.17	colorectal cancer
Colorectal-GC137551	1.0506929992326391E-5	0.16	colorectal cancer
Colorectal-GC137552	1.3872152563466894E-5	0.21	colorectal cancer
Colorectal-GC137553	2.337124665929773E-5	0.23	colorectal cancer
Colorectal-GC137554	2.025259220644312E-5	0.23	colorectal cancer
Colorectal-GC137555	8.866852892300462E-6	0.15	colorectal cancer
Colorectal-GC137556	1.7904184825412174E-5	0.16	colorectal cancer
Colorectal-GC137557	2.158478657997824E-7	0.11	normal
Cervical-GC1002983	2.6733767031685484E-5	0.21	colorectal cancer
Cervical-GC1002984	1.4240939993997507E-5	0.14	colorectal cancer
Cervical-GC114187	2.177857519703713E-5	0.23	colorectal cancer
Cervical-GC114188	1.2211621650241887E-5	0.23	ovarian cancer
Control-GC1003986	5.608767975623809E-6	0.15	colorectal cancer
Control-GC1003988	7.675392990018042E-6	0.15	colorectal cancer
Control-GC110675	4.940092793344028E-6	0.12	ovarian cancer
Control-GC112864	5.233025291373373E-6	0.17	colorectal cancer
Control-GC112894	2.753147906458518E-5	0.41	colorectal cancer
Control-GC112895	2.0720370976932494E-5	0.23	colorectal cancer
Control-GC112897	1.675460447708246E-5	0.23	colorectal cancer
Control-GC119350	1.122041754730906E-5	0.17	colorectal cancer
Control-GC119351	1.07121205832108E-5	0.14	colorectal cancer
Control-GC119352	1.16331401177334E-5	0.15	colorectal cancer
Control-GC119353	1.970010778417926E-5	0.23	colorectal cancer
Control-GC119354	1.256636170821153E-5	0.17	colorectal cancer
Control-GC119356	9.428962801579575E-6	0.12	colorectal cancer
Control-GRP-GC114128	6.133418901229812E-6	0.17	colorectal cancer
Control-GRP-GC114130	4.904749758367913E-6	0.07	colorectal cancer
Control-GRP-GC114131	1.018838832552225E-5	0.16	colorectal cancer
Control-GRP-GC114132	5.153731805383674E-6	0.07	colorectal cancer
Control-GRP-GC114133	1.2923507418906478E-5	0.17	colorectal cancer
Control-GRP-GC114134	4.056333498417635E-6	0.08	colorectal cancer
Control-GRP-GC114136	6.938561755095401E-6	0.12	colorectal cancer
Control-GRP-GC114137	3.433437082040967E-6	0.07	colorectal cancer
Control-GRP-GC114139	9.353723236306422E-6	0.17	colorectal cancer
Control-GRP-GC114140	8.980188569023484E-6	0.21	colorectal cancer
Control-GRP-GC114141	7.908680738669713E-6	0.14	colorectal cancer
Control-GRP-GC114142	6.9204566382245E-6	0.12	colorectal cancer
Control-GRP-GC114183	3.204655234339174E-6	0.08	ovarian cancer
Control-GRP-GC114185	1.0339737130317105E-5	0.15	colorectal cancer
Control-GRP-GC114186	1.039339117152169E-5	0.14	colorectal cancer
Control-GRP-GC118464	1.2136909468365506E-5	0.16	colorectal cancer
Control-GRP-GC118466	1.1439315711023285E-5	0.12	colorectal cancer
Control-GRP-GC118474	6.8554686080172595E-6	0.12	colorectal cancer
Control-GRP-GC118476	7.889164932435565E-6	0.1	colorectal cancer
Control-GRP-GC118478	6.457600366754267E-6	0.1	colorectal cancer
Control-GRP-GC118484	2.624626397575851E-6	0.08	ovarian cancer
Control-GRP-GC118485	4.130603536844731E-6	0.08	ovarian cancer
Control-GRP-GC118486	3.4327246720407125E-6	0.01	colorectal cancer
Control-GRP-GC118489	5.0438773864492155E-6	0.08	colorectal cancer
Control-GRP-GC118490	1.235809092813364E-5	0.15	colorectal cancer
Control-GRP-GC118491	7.791461352456205E-6	0.1	colorectal cancer
Control-GRP-GC118494	8.250691873513529E-6	0.1	colorectal cancer
Control-GRP-GC118496	3.844878302998885E-6	0.07	ovarian cancer
Control-GRP-GC118497	3.6567381641432075E-6	0.08	ovarian cancer
Control-GRP-GC118499	7.14173875256975E-6	0.08	colorectal cancer
Control-GRP-GC119340	7.5664890464754055E-6	0.08	colorectal cancer
Control-GRP-GC119343	5.199098088377545E-6	0.1	colorectal cancer
Control-GRP-GC119367	7.1663397831360745E-6	0.15	colorectal cancer
Control-GRP-GC119369	2.6896026289131623E-6	0.08	ovarian cancer
Control-GRP-GC119370	4.421688908732505E-6	0.08	colorectal cancer
Control-GRP-GC119374	6.2754770642224115E-6	0.08	colorectal cancer
Control-GRP-GC119375	1.5096215528025503E-5	0.16	colorectal cancer
Control-GRP-GC119377	6.863873877595206E-6	0.1	colorectal cancer
Control-GRP-GC119383	6.377936835894093E-6	0.1	colorectal cancer
Control-GRP-GC119384	6.402730266189161E-6	0.08	colorectal cancer
Control-GRP-GC119386	6.90503629891739E-6	0.08	colorectal cancer
Control-GRP-GC119388	8.317597143424658E-6	0.12	colorectal cancer
Control-GRP-GC119389	3.4054148770086204E-6	0.05	colorectal cancer
Control-GRP-GC119390	7.242265027910683E-6	0.12	colorectal cancer
Control-GRP-GC119391	4.8350243763852515E-6	0.08	colorectal cancer
Control-GRP-GC119394	3.9930542883864835E-6	0.08	colorectal cancer
Control-GRP-GC119395	6.296610731897119E-6	0.12	colorectal cancer
Control-GRP-GC119397	7.227124181767597E-6	0.08	colorectal cancer
Control-GRP-GC119398	4.467971079862677E-6	0.07	ovarian cancer
Control-GRP-GC119399	4.822519546446761E-6	0.08	ovarian cancer
Control-GRP-GC119400	7.161838118639557E-6	0.08	colorectal cancer
Control-GRP-GC119401	6.451848532134865E-6	0.08	colorectal cancer
Control-GRP-GC119402	9.908863593410446E-6	0.12	colorectal cancer
Control-GRP-GC119403	5.675230941140138E-6	0.07	colorectal cancer
Control-GRP-GC119405	8.47129097051981E-6	0.12	colorectal cancer
Control-GRP-GC119410	3.3087223825270127E-6	0.07	ovarian cancer
Control-GRP-GC119411	4.961361135409164E-6	0.08	colorectal cancer
Control-GRP-GC119415	5.2247388878763355E-6	0.08	colorectal cancer
Control-GRP-GC119416	1.0945310805102115E-5	0.12	colorectal cancer
Control-GRP-GC119417	5.0918766143363004E-6	0.08	colorectal cancer
Control-GRP-GC119419	7.756836605186257E-6	0.1	colorectal cancer
Control-GRP-GC119420	5.762952371816043E-6	0.08	colorectal cancer
Control-GRP-GC119421	1.1659047866026938E-5	0.17	colorectal cancer
Control-GRP-GC119422	3.700878479274233E-6	0.08	colorectal cancer
Control-GRP-GC119426	7.546784788945335E-6	0.12	colorectal cancer
Control-GRP-GC119430	7.006899956695638E-6	0.12	colorectal cancer
Control-GRP-GC121331	2.914320064981257E-6	0.08	colorectal cancer
Control-GRP-GC121332	7.800235246086611E-6	0.15	colorectal cancer
Control-GRP-GC121336	2.0369801712629448E-6	0.08	ovarian cancer
Control-GRP-GC121337	4.2517004364769556E-6	0.1	colorectal cancer
Control-GRP-GC121338	2.4785694563850464E-6	0.08	ovarian cancer
Control-GRP-GC121339	5.2258767988206124E-6	0.1	colorectal cancer
Control-GRP-GC121340	2.929940562368894E-6	0.08	ovarian cancer
Control-GRP-GC121341	5.811210957041593E-6	0.12	colorectal cancer
Control-GRP-GC121342	9.082995860841403E-6	0.12	colorectal cancer
Control-GRP-GC121343	6.448142500359391E-6	0.12	colorectal cancer
Control-GRP-GC121346	2.2794805977558437E-6	0.01	colorectal cancer
Control-GRP-GC121347	6.778003130665571E-6	0.12	colorectal cancer
Control-GRP-GC121348	3.297306254747546E-6	0.08	colorectal cancer
Control-GRP-GC121349	2.859758080673515E-6	0.01	colorectal cancer
gDNA-Breast-GC1002316	6.751643476143143E-5	0.82	breast cancer
gDNA-Breast-GC1003962	5.1145113655019714E-5	0.99	breast cancer
gDNA-Breast-GC1003963	6.834822430851462E-5	0.99	breast cancer
gDNA-Breast-GC1003965	6.871981922871537E-5	0.99	breast cancer
gDNA-Breast-GC1003966	7.460867507324583E-5	0.99	breast cancer
gDNA-Cervical-GC112877	0.0	0	normal
gDNA-Cervical-GC112878	6.196509594195641E-5	0.82	cervical cancer
gDNA-Cervical-GC112880	3.2195945935655536E-5	0.8	cervical cancer
gDNA-Cervical-GC112881	0.0	0	normal
gDNA-Cervical-GC112882	5.051889685110817E-5	0.77	cervical cancer
gDNA-Cervical-GC112883	1.5747809748809756E-5	0.77	ovarian cancer
gDNA-Colorectal-GC112876	1.065079648546945E-4	0.82	colorectal cancer
gDNA-Colorectal-GC119345	6.154874527502275E-5	0.76	colorectal cancer
gDNA-Colorectal-GC119346	1.1612529313521508E-4	0.82	colorectal cancer
gDNA-Colorectal-GC119347	1.3688043923048041E-4	0.92	colorectal cancer
gDNA-Colorectal-GC119348	8.630086421195844E-5	0.58	colorectal cancer
gDNA-Colorectal-GC119349	7.087582351638845E-5	0.82	colorectal cancer
gDNA-Ovarian-GC112879	6.769742402179806E-5	0.92	colorectal cancer
gDNA-Ovarian-GC119433	4.6019254474236524E-5	0.82	colorectal cancer
gDNA-Ovarian-GC119434	3.2843668706475064E-5	0.5	colorectal cancer
gDNA-WBC-GC131344	4.0331920998898505E-6	0.11	ovarian cancer
gDNA-WBC-GC131345	7.760087044377974E-6	0.12	colorectal cancer
gDNA-WBC-GC131346	4.625304409799531E-6	0.08	colorectal cancer
gDNA-WBC-GC131347	1.6165284498865977E-6	0.01	breast cancer
gDNA-WBC-GC131348	1.4368743871425678E-6	0.01	breast cancer
gDNA-WBC-GC131349	2.8225934224235575E-6	0.05	colorectal cancer
gDNA-WBC-GC131350	3.2937258343688128E-6	0.07	colorectal cancer
gDNA-WBC-GC131351	1.9730365465991007E-6	0.05	colorectal cancer
gDNA-WBC-GC131352	1.6558665597893583E-6	0.01	colorectal cancer
gDNA-WBC-GC131353	3.344241870486755E-6	0.08	colorectal cancer
gDNA-WBC-GC131354	6.11492539860559E-6	0.11	colorectal cancer
gDNA-WBC-GC131355	6.543805258184326E-6	0.15	colorectal cancer
Br62_rep5_Dep6_Tu0.5	2.0957502204634826E-6	0.11	ovarian cancer
Br62_rep5_Dep6_Tu3	2.6730038273338865E-6	0.13	breast cancer
Br62_rep6_Dep6_Tu30	1.4377727111677662E-5	0.39	breast cancer
Br62_rep7_Dep6_Tu20	1.052679831073515E-5	0.3	breast cancer
Br62_rep2_Dep6_Tu40	1.9021250624436606E-5	0.48	breast cancer
Br62_rep8_Dep6_Tu0.5	2.3001660249906453E-6	0.11	ovarian cancer
Br62_rep5_Dep6_Tu2	2.4626134788287984E-6	0.11	breast cancer
Br62_rep4_Dep6_Tu50	2.247499942969858E-5	0.52	breast cancer
Br62_rep8_Dep6_Tu40	1.861503379255716E-5	0.44	breast cancer
Br62_rep7_Dep6_Tu2	2.475335888562259E-6	0.13	breast cancer
Br62_rep9_Dep6_Tu40	1.852663333183755E-5	0.47	breast cancer
Br62_rep10_Dep6_Tu2	2.20800768286976E-6	0.13	breast cancer
Br62_rep6_Dep6_Tu10	5.982837086704746E-6	0.21	breast cancer
Br62_rep2_Dep6_Tu2	2.482169753719872E-6	0.13	breast cancer
Br62_rep9_Dep6_Tu5	3.7630478669742916E-6	0.15	breast cancer
Br62_rep6_Dep6_Tu40	1.918612939014533E-5	0.47	breast cancer
Br62_rep4_Dep6_Tu20	9.804879252170769E-6	0.3	breast cancer
Br62_rep9_Dep6_Tu1	2.2375962108156275E-6	0.12	ovarian cancer
Br62_rep1_Dep6_Tu0.3	2.302460044662825E-6	0.11	ovarian cancer
Br62_rep3_Dep6_Tu5	3.625937157438366E-6	0.15	breast cancer
Br62_rep9_Dep6_Tu50	2.201120981306449E-5	0.52	breast cancer
Br62_rep5_Dep6_Tu30	1.5086562439633042E-5	0.34	breast cancer
Br62_rep9_Dep6_Tu0.5	2.2908931584622825E-6	0.11	ovarian cancer
Br62_rep1_Dep6_Tu20	1.009812078133104E-5	0.3	breast cancer
Br62_rep4_Dep6_Tu2	2.508786055147939E-6	0.12	ovarian cancer
Br62_rep8_Dep6_Tu3	2.635218475295535E-6	0.13	breast cancer
Br62_rep2_Dep6_Tu5	3.851712199039469E-6	0.15	breast cancer
Br62_rep2_Dep6_Tu1	1.711558857077722E-6	0.11	ovarian cancer
Br62_rep8_Dep6_Tu1	2.388445201975992E-6	0.12	ovarian cancer
Br62_rep10_Dep6_Tu0.1	1.904607236213712E-6	0.11	ovarian cancer
Br62_rep3_Dep6_Tu40	1.9041508396038812E-5	0.47	breast cancer
Br62_rep8_Dep6_Tu0.3	2.01207122576725E-6	0.11	ovarian cancer
Br62_rep4_Dep6_Tu0.5	2.2304202109425636E-6	0.11	ovarian cancer
Br62_rep6_Dep6_Tu50	2.2176745646522275E-5	0.52	breast cancer
Br62_rep7_Dep6_Tu0.1	2.228419241420046E-6	0.11	ovarian cancer
Br62_rep9_Dep6_Tu30	1.5143661586642992E-5	0.39	breast cancer
Br62_rep6_Dep6_Tu20	1.0361459723554868E-5	0.3	breast cancer
Br62_rep5_Dep6_Tu5	3.5422357278518727E-6	0.15	breast cancer
Br62_rep4_Dep6_Tu40	1.802540815695381E-5	0.47	breast cancer
Br62_rep8_Dep6_Tu0.1	2.1042847529684544E-6	0.08	ovarian cancer
Br62_rep1_Dep6_Tu40	1.8764434181451912E-5	0.44	breast cancer
Br62_rep3_Dep6_Tu30	1.5181616036680368E-5	0.39	breast cancer
Br62_rep7_Dep6_Tu0.5	2.19516911125897E-6	0.11	ovarian cancer
Br62_rep1_Dep6_Tu10	6.026353028784077E-6	0.21	breast cancer
Br62_rep10_Dep6_Tu20	1.1162624101896069E-5	0.3	breast cancer
Br62_rep1_Dep6_Tu5	3.547191587402165E-6	0.15	breast cancer
Br62_rep3_Dep6_Tu50	2.3083106252021252E-5	0.52	breast cancer
Br62_rep1_Dep6_Tu3	2.6187312045473808E-6	0.13	breast cancer
Br62_rep7_Dep6_Tu30	1.4856398688890007E-5	0.34	breast cancer
Br62_rep6_Dep6_Tu1	2.360835353385994E-6	0.12	ovarian cancer
Br62_rep1_Dep6_Tu0.5	2.1888511143787845E-6	0.11	ovarian cancer
Br62_rep1_Dep6_Tu0.1	2.0810842279745782E-6	0.11	ovarian cancer
Br62_rep9_Dep6_Tu3	2.6555265090169624E-6	0.13	breast cancer
Br62_rep5_Dep6_Tu40	1.8226527984551534E-5	0.47	breast cancer
Br62_rep10_Dep6_Tu3	2.5983918944804794E-6	0.13	breast cancer
Br62_rep2_Dep6_Tu0.3	2.0970410379132066E-6	0.11	ovarian cancer
Br62_rep10_Dep6_Tu40	1.917878700551969E-5	0.44	breast cancer
Br62_rep3_Dep6_Tu2	2.5481263017303603E-6	0.12	ovarian cancer
Br62_rep5_Dep6_Tu1	2.0351958487923034E-6	0.11	ovarian cancer
Br62_rep4_Dep6_Tu1	2.4772777156419245E-6	0.12	ovarian cancer
Br62_rep10_Dep6_Tu0.5	2.4593207960869466E-6	0.11	ovarian cancer
Br62_rep5_Dep6_Tu20	1.0526823241791625E-5	0.3	breast cancer
Br62_rep6_Dep6_Tu0.3	2.228719055456358E-6	0.11	ovarian cancer
Br62_rep9_Dep6_Tu0.3	1.974507200729776E-6	0.11	ovarian cancer
Br62_rep2_Dep6_Tu20	1.0671546161031213E-5	0.3	breast cancer
Br62_rep6_Dep6_Tu0.5	2.161617177259325E-6	0.11	ovarian cancer
Br62_rep8_Dep6_Tu10	6.005707054194656E-6	0.21	breast cancer
Br62_rep2_Dep6_Tu0.1	2.2102064052347174E-6	0.11	ovarian cancer
Br62_rep5_Dep6_Tu10	5.88238912574365E-6	0.22	breast cancer
Br62_rep10_Dep6_Tu10	6.062683380209297E-6	0.21	breast cancer
Br62_rep4_Dep6_Tu10	5.977510547026988E-6	0.22	breast cancer
Br62_rep3_Dep6_Tu0.1	2.188519358279069E-6	0.11	ovarian cancer
Br62_rep2_Dep6_Tu50	2.2489549532424605E-5	0.52	breast cancer
Br62_rep9_Dep6_Tu10	5.9668935692662964E-6	0.22	breast cancer
Br62_rep5_Dep6_Tu0.3	2.2375868666580035E-6	0.08	colorectal cancer
Br62_rep8_Dep6_Tu50	2.2108342786577913E-5	0.52	breast cancer
Br62_rep4_Dep6_Tu0.3	2.06227158009108E-6	0.11	ovarian cancer
Br62_rep7_Dep6_Tu1	2.309307079594315E-6	0.12	ovarian cancer
Br62_rep3_Dep6_Tu0.5	2.280422654275427E-6	0.11	ovarian cancer
Br62_rep7_Dep6_Tu40	1.8980366783458695E-5	0.44	breast cancer
Br62_rep2_Dep6_Tu3	3.0361700012932226E-6	0.13	breast cancer
Br62_rep2_Dep6_Tu0.5	2.0374976862188147E-6	0.11	ovarian cancer
Br62_rep1_Dep6_Tu50	2.2673254844212625E-5	0.52	breast cancer
Br62_rep3_Dep6_Tu3	2.8222205845053187E-6	0.13	breast cancer
Br62_rep7_Dep6_Tu3	2.781451424632816E-6	0.13	breast cancer
Br62_rep3_Dep6_Tu0.3	2.3044236108068923E-6	0.11	ovarian cancer
Br62_rep8_Dep6_Tu30	1.5312407264873642E-5	0.39	breast cancer
Br62_rep4_Dep6_Tu30	1.3986271119742338E-5	0.41	breast cancer
Br62_rep6_Dep6_Tu3	2.7733446745568075E-6	0.13	breast cancer
Br62_rep4_Dep6_Tu0.1	2.136321962516548E-6	0.11	ovarian cancer
Br62_rep8_Dep6_Tu5	3.75751884924789E-6	0.15	breast cancer
Br62_rep10_Dep6_Tu50	2.2908654820790397E-5	0.52	breast cancer
Br62_rep10_Dep6_Tu0.3	2.1177170758081993E-6	0.11	ovarian cancer
Br62_rep3_Dep6_Tu20	1.0241001380905E-5	0.3	breast cancer
Br62_rep1_Dep6_Tu1	2.333473373834916E-6	0.11	ovarian cancer
Br62_rep3_Dep6_Tu1	2.380141544127765E-6	0.12	ovarian cancer
Br62_rep9_Dep6_Tu2	2.4039796561548928E-6	0.08	colorectal cancer
Br62_rep7_Dep6_Tu50	2.3486050023504014E-5	0.52	breast cancer
Br62_rep7_Dep6_Tu5	3.6154943381116427E-6	0.15	breast cancer
Br62_rep8_Dep6_Tu2	2.3874452959033203E-6	0.13	breast cancer
Br62_rep5_Dep6_Tu0.1	2.1329914351205147E-6	0.11	ovarian cancer
Br62_rep6_Dep6_Tu5	3.3768750667387184E-6	0.15	breast cancer
Br62_rep9_Dep6_Tu20	1.0090035875037605E-5	0.3	breast cancer
Br62_rep2_Dep6_Tu30	1.5009445166739876E-5	0.39	breast cancer
Br62_rep7_Dep6_Tu10	5.86102563193674E-6	0.21	breast cancer
Br62_rep6_Dep6_Tu0.1	2.219457340193897E-6	0.11	ovarian cancer
Br62_rep5_Dep6_Tu50	2.2723022297587278E-5	0.52	breast cancer
Br62_rep10_Dep6_Tu1	2.3139179092662297E-6	0.11	ovarian cancer
Br62_rep1_Dep6_Tu30	1.4743180906880003E-5	0.34	breast cancer
Br62_rep7_Dep6_Tu0.3	2.118606570897284E-6	0.11	ovarian cancer
Br62_rep2_Dep6_Tu10	5.7183175510502475E-6	0.21	breast cancer
Br62_rep9_Dep6_Tu0.1	2.052603631067228E-6	0.11	ovarian cancer
Br62_rep3_Dep6_Tu10	6.201816489468685E-6	0.21	breast cancer
Br62_rep4_Dep6_Tu5	3.7046809664553273E-6	0.15	breast cancer
Br62_rep8_Dep6_Tu20	1.0330731564450744E-5	0.3	breast cancer
Br62_rep1_Dep6_Tu2	2.4269477435034214E-6	0.13	breast cancer
Br62_rep10_Dep6_Tu5	3.8021365833890823E-6	0.15	breast cancer
Br62_rep10_Dep6_Tu30	1.4748745926597118E-5	0.39	breast cancer
Br62_rep6_Dep6_Tu2	2.4276176065940314E-6	0.08	colorectal cancer
Br62_rep4_Dep6_Tu3	2.6697435243031594E-6	0.13	breast cancer
Br66_rep4_Dep6_Tu50	3.1215046798414866E-5	0.59	breast cancer
Br66_rep3_Dep6_Tu0.5	2.2081606914428925E-6	0.11	ovarian cancer
Br66_rep2_Dep6_Tu3	3.028337857628134E-6	0.13	breast cancer
Br66_rep6_Dep6_Tu40	2.588747355342234E-5	0.49	breast cancer
Br66_rep9_Dep6_Tu0.1	2.0278341148011256E-6	0.11	ovarian cancer
Br66_rep9_Dep6_Tu5	4.2288391373778005E-6	0.16	breast cancer
Br66_rep10_Dep6_Tu1	1.9861983015317057E-6	0.12	ovarian cancer
Br66_rep6_Dep6_Tu20	1.3652278543802914E-5	0.3	breast cancer
Br66_rep10_Dep6_Tu30	1.99650775332869E-5	0.42	breast cancer
Br66_rep10_Dep6_Tu5	4.202017370140691E-6	0.15	breast cancer
Br66_rep7_Dep6_Tu1	2.3023156312870633E-6	0.11	ovarian cancer
Br66_rep6_Dep6_Tu0.3	2.1828866204280346E-6	0.11	ovarian cancer
Br66_rep1_Dep6_Tu30	1.97012510592162E-5	0.41	breast cancer
Br66_rep3_Dep6_Tu1	2.2974633268694664E-6	0.12	ovarian cancer
Br66_rep3_Dep6_Tu30	2.049742712833736E-5	0.41	breast cancer
Br66_rep9_Dep6_Tu1	2.248373320562347E-6	0.12	ovarian cancer
Br66_rep9_Dep6_Tu40	2.5980625441535004E-5	0.49	breast cancer
Br66_rep5_Dep6_Tu1	2.160404427201077E-6	0.11	ovarian cancer
Br66_rep2_Dep6_Tu5	4.0716372757626785E-6	0.15	breast cancer
Br66_rep5_Dep6_Tu30	1.944078232808413E-5	0.41	breast cancer
Br66_rep7_Dep6_Tu50	3.2033762322943496E-5	0.59	breast cancer
Br66_rep4_Dep6_Tu40	2.5887034005697104E-5	0.49	breast cancer
Br66_rep8_Dep6_Tu5	4.249592714199394E-6	0.15	breast cancer
Br66_rep9_Dep6_Tu2	2.6043351605386493E-6	0.13	breast cancer
Br66_rep6_Dep6_Tu30	1.961399102249517E-5	0.41	breast cancer
Br66_rep4_Dep6_Tu0.1	2.126454088212548E-6	0.11	ovarian cancer
Br66_rep5_Dep6_Tu10	6.967586757718996E-6	0.22	breast cancer
Br66_rep3_Dep6_Tu40	2.657109995951191E-5	0.49	breast cancer
Br66_rep9_Dep6_Tu0.5	2.356796177477953E-6	0.11	ovarian cancer
Br66_rep8_Dep6_Tu2	2.548264768305457E-6	0.13	breast cancer
Br66_rep10_Dep6_Tu2	2.3708376420924564E-6	0.08	colorectal cancer
Br66_rep6_Dep6_Tu0.1	2.2012921489961255E-6	0.11	ovarian cancer
Br66_rep5_Dep6_Tu0.5	2.030627696744609E-6	0.11	ovarian cancer
Br66_rep2_Dep6_Tu20	1.295542927281736E-5	0.3	breast cancer
Br66_rep4_Dep6_Tu0.5	2.289767181985587E-6	0.11	ovarian cancer
Br66_rep4_Dep6_Tu5	3.866779012408046E-6	0.16	breast cancer
