Sample ID	Log-likelihood ratio	Predicted tumor burden	Predicted sample class
Breast-GC110683	0.0012048978676806321	0.25	ovarian cancer
Breast-GC110684	9.952949667247203E-4	0.23	ovarian cancer
Breast-GC110685	0.001068679333719431	0.41	colorectal cancer
Ovarian-GC110686	4.8325904849596683E-4	0.15	ovarian cancer
Ovarian-GC114179	7.575560471935884E-4	0.11	ovarian cancer
Ovarian-GC114180	7.687028071160897E-4	0.12	ovarian cancer
Ovarian-GC114181	0.0012921741406645751	0.23	breast cancer
Ovarian-GC114182	0.0013896595548769874	0.55	ovarian cancer
Ovarian-GC116977	5.733624328672257E-4	0.17	ovarian cancer
Ovarian-GC116979	0.0014794619281495041	0.28	ovarian cancer
Ovarian-GC116982	0.001483033611409172	0.25	ovarian cancer
Ovarian-GC116990	6.619197243542033E-4	0.15	ovarian cancer
Ovarian-GC119363	0.001239648430594386	0.23	ovarian cancer
Ovarian-GC119364	5.215235572144165E-4	0.12	ovarian cancer
Ovarian-GC119365	0.0010167062821830454	0.6	ovarian cancer
Ovarian-GC119366	0.0012898730447751276	0.23	breast cancer
Colorectal-GC121326	6.172794381920369E-4	0.17	ovarian cancer
Colorectal-GC121327	0.0016097938083482154	0.23	colorectal cancer
Colorectal-GC121328	7.434277728099438E-4	0.22	ovarian cancer
Colorectal-GC121329	0.0019606449761630047	0.49	colorectal cancer
Colorectal-GC121330	0.0014237330472317384	0.41	breast cancer
Colorectal-GC1003994	9.545901159369473E-4	0.23	ovarian cancer
Colorectal-GC1003995	0.00288155343912604	0.58	colorectal cancer
Colorectal-GC1003996	0.0011605842353178018	0.23	colorectal cancer
Colorectal-GC1003997	5.280936788884499E-4	0.01	colorectal cancer
Colorectal-GC1003998	9.473750886038363E-4	0.23	colorectal cancer
Colorectal-GC1003999	0.0011079602845469583	0.23	breast cancer
Colorectal-GC1004000	0.003455639617182201	0.58	colorectal cancer
Colorectal-GC1004001	6.088832524501599E-4	0.1	ovarian cancer
Colorectal-GC1004002	6.711107049965543E-4	0.17	ovarian cancer
Colorectal-GC1004003	7.820642015785652E-4	0.41	colorectal cancer
Colorectal-GC137538	5.409676413605177E-4	0.21	ovarian cancer
Colorectal-GC137539	6.548078151222476E-4	0.41	colorectal cancer
Colorectal-GC137540	5.967806739703508E-4	0.01	ovarian cancer
Colorectal-GC137541	7.706777267627179E-4	0.41	colorectal cancer
Colorectal-GC137542	3.307424658816864E-4	0.01	breast cancer
Colorectal-GC137543	8.907869756114973E-4	0.23	colorectal cancer
Colorectal-GC137544	4.269940688827045E-4	0.11	ovarian cancer
Colorectal-GC137545	4.038453741966954E-4	0.11	ovarian cancer
Colorectal-GC137546	5.373843844608728E-4	0.12	ovarian cancer
Colorectal-GC137547	7.440065096929885E-4	0.15	ovarian cancer
Colorectal-GC137548	4.8665512183392506E-4	0.17	ovarian cancer
Colorectal-GC137549	0.0018605759863283083	0.58	colorectal cancer
Colorectal-GC137550	6.668975980830446E-4	0.23	colorectal cancer
Colorectal-GC137551	7.185546017943377E-4	0.23	colorectal cancer
Colorectal-GC137552	6.356799512422764E-4	0.19	ovarian cancer
Colorectal-GC137553	5.754193787714126E-4	0.23	ovarian cancer
Colorectal-GC137554	9.220525300390793E-4	0.41	colorectal cancer
Colorectal-GC137555	5.738485874563421E-4	0.01	ovarian cancer
Colorectal-GC137556	9.808325199848757E-4	0.15	ovarian cancer
Colorectal-GC137557	2.1142833215760445E-4	0.01	breast cancer
Cervical-GC1002983	9.722193164978811E-4	0.5	colorectal cancer
Cervical-GC1002984	7.502436515802129E-4	0.11	ovarian cancer
Cervical-GC114187	6.78447166850992E-4	0.25	ovarian cancer
Cervical-GC114188	0.0011011318755454126	0.17	ovarian cancer
Control-GC1003986	4.5527997176049814E-4	0.15	ovarian cancer
Control-GC1003988	4.346141193774982E-4	0.01	colorectal cancer
Control-GC110675	4.6504233483474043E-4	0.01	breast cancer
Control-GC112864	6.995877116214814E-4	0.25	ovarian cancer
Control-GC112894	0.001210963970029944	0.58	colorectal cancer
Control-GC112895	9.615861125090397E-4	0.5	colorectal cancer
Control-GC112897	9.778425211150771E-4	0.19	ovarian cancer
Control-GC119350	2.622394692117477E-4	0.01	breast cancer
Control-GC119351	6.790198840642124E-4	0.13	ovarian cancer
Control-GC119352	4.613447377864774E-4	0.13	ovarian cancer
Control-GC119353	0.0012623223288892353	0.25	ovarian cancer
Control-GC119354	7.16648011059967E-4	0.17	ovarian cancer
Control-GC119356	5.046828645267894E-4	0.15	ovarian cancer
Control-GRP-GC114128	4.720502411010056E-4	0.01	breast cancer
Control-GRP-GC114130	7.281381822011367E-4	0.1	ovarian cancer
Control-GRP-GC114131	5.68896504313227E-4	0.15	ovarian cancer
Control-GRP-GC114132	8.622796868334014E-4	0.23	colorectal cancer
Control-GRP-GC114133	4.945054707032729E-4	0.01	breast cancer
Control-GRP-GC114134	4.02188318314181E-4	0.11	ovarian cancer
Control-GRP-GC114136	9.338132053930182E-4	0.23	colorectal cancer
Control-GRP-GC114137	4.8051520904000367E-4	0.1	ovarian cancer
Control-GRP-GC114139	3.5661038687327315E-4	0.13	ovarian cancer
Control-GRP-GC114140	5.104278778603653E-4	0.21	ovarian cancer
Control-GRP-GC114141	5.69362526830002E-4	0.21	ovarian cancer
Control-GRP-GC114142	6.135076558685147E-4	0.01	breast cancer
Control-GRP-GC114183	5.065387887540708E-4	0.01	breast cancer
Control-GRP-GC114185	5.554981101767101E-4	0.41	colorectal cancer
Control-GRP-GC114186	6.133813370753777E-4	0.14	ovarian cancer
Control-GRP-GC118464	7.818567151623364E-4	0.14	ovarian cancer
Control-GRP-GC118466	7.324403613422092E-4	0.1	ovarian cancer
Control-GRP-GC118474	0.003353504249551971	0.23	colorectal cancer
Control-GRP-GC118476	7.288662765555234E-4	0.14	ovarian cancer
Control-GRP-GC118478	3.3743458758999197E-4	0.01	ovarian cancer
Control-GRP-GC118484	4.395959280392045E-4	0.01	colorectal cancer
Control-GRP-GC118485	6.571305461720462E-4	0.01	breast cancer
Control-GRP-GC118486	5.058860096388248E-4	0.01	breast cancer
Control-GRP-GC118489	8.506420048089222E-4	0.13	ovarian cancer
Control-GRP-GC118490	5.925365852356604E-4	0.23	colorectal cancer
Control-GRP-GC118491	7.279231595354457E-4	0.01	breast cancer
Control-GRP-GC118494	6.436373549699312E-4	0.11	ovarian cancer
Control-GRP-GC118496	7.471029430462695E-4	0.11	ovarian cancer
Control-GRP-GC118497	6.792900324028164E-4	0.01	breast cancer
Control-GRP-GC118499	6.955787389578668E-4	0.07	ovarian cancer
Control-GRP-GC119340	5.489613312429573E-4	0.01	breast cancer
Control-GRP-GC119343	6.552167855975394E-4	0.01	cervical cancer
Control-GRP-GC119367	7.282583797381221E-4	0.17	ovarian cancer
Control-GRP-GC119369	4.966373679186683E-4	0.01	breast cancer
Control-GRP-GC119370	6.842274835982961E-4	0.13	ovarian cancer
Control-GRP-GC119374	5.782584392280681E-4	0.01	breast cancer
Control-GRP-GC119375	7.014255502387605E-4	0.17	ovarian cancer
Control-GRP-GC119377	6.19869688928072E-4	0.13	ovarian cancer
Control-GRP-GC119383	5.125997810029746E-4	0.11	ovarian cancer
Control-GRP-GC119384	6.018130334426843E-4	0.01	breast cancer
Control-GRP-GC119386	0.0013489294083287792	0.23	colorectal cancer
Control-GRP-GC119388	7.224462850494474E-4	0.01	breast cancer
Control-GRP-GC119389	8.740013829378103E-4	0.1	ovarian cancer
Control-GRP-GC119390	8.517758606359109E-4	0.19	ovarian cancer
Control-GRP-GC119391	5.521969545366703E-4	0.01	breast cancer
Control-GRP-GC119394	4.279800645130795E-4	0.01	breast cancer
Control-GRP-GC119395	8.418676386993955E-4	0.14	ovarian cancer
Control-GRP-GC119397	7.753705880281119E-4	0.13	ovarian cancer
Control-GRP-GC119398	6.58662167127633E-4	0.01	breast cancer
Control-GRP-GC119399	8.709549865141521E-4	0.11	ovarian cancer
Control-GRP-GC119400	7.515720499106658E-4	0.23	colorectal cancer
Control-GRP-GC119401	5.870682990867329E-4	0.11	ovarian cancer
Control-GRP-GC119402	7.413191708561045E-4	0.41	colorectal cancer
Control-GRP-GC119403	8.075541562696069E-4	0.1	ovarian cancer
Control-GRP-GC119405	8.235755967487927E-4	0.23	colorectal cancer
Control-GRP-GC119410	6.425967865788635E-4	0.1	ovarian cancer
Control-GRP-GC119411	5.057718134566563E-4	0.14	ovarian cancer
Control-GRP-GC119415	5.441338555464497E-4	0.01	ovarian cancer
Control-GRP-GC119416	8.728306283026852E-4	0.17	ovarian cancer
Control-GRP-GC119417	8.268891622422066E-4	0.11	ovarian cancer
Control-GRP-GC119419	6.62363669242887E-4	0.23	colorectal cancer
Control-GRP-GC119420	7.364313583581911E-4	0.11	ovarian cancer
Control-GRP-GC119421	6.111120912630305E-4	0.21	ovarian cancer
Control-GRP-GC119422	4.914969956156156E-4	0.01	breast cancer
Control-GRP-GC119426	9.353884058974861E-4	0.15	ovarian cancer
Control-GRP-GC119430	7.337836396525662E-4	0.14	ovarian cancer
Control-GRP-GC121331	4.680352922576503E-4	0.16	colorectal cancer
Control-GRP-GC121332	9.078450953514376E-4	0.21	ovarian cancer
Control-GRP-GC121336	3.9097454703939456E-4	0.01	ovarian cancer
Control-GRP-GC121337	4.0415546030173424E-4	0.01	breast cancer
Control-GRP-GC121338	4.968163251080723E-4	0.01	colorectal cancer
Control-GRP-GC121339	5.966854767278294E-4	0.01	breast cancer
Control-GRP-GC121340	5.553390596273027E-4	0.13	ovarian cancer
Control-GRP-GC121341	5.551368843838315E-4	0.01	breast cancer
Control-GRP-GC121342	7.761371805316691E-4	0.14	ovarian cancer
Control-GRP-GC121343	8.547491761994266E-4	0.19	ovarian cancer
Control-GRP-GC121346	4.906083836749315E-4	0.01	breast cancer
Control-GRP-GC121347	5.952689385260039E-4	0.14	breast cancer
Control-GRP-GC121348	4.8478671678077586E-4	0.01	colorectal cancer
Control-GRP-GC121349	4.925151484732358E-4	0.01	colorectal cancer
gDNA-Breast-GC1002316	0.004285565701464308	0.73	breast cancer
gDNA-Breast-GC1003962	0.003974406919942161	0.8	breast cancer
gDNA-Breast-GC1003963	0.00508557510033019	0.89	breast cancer
gDNA-Breast-GC1003965	0.005132552824977579	0.8	breast cancer
gDNA-Breast-GC1003966	0.005013943518548228	0.92	breast cancer
gDNA-Cervical-GC112877	0.0	0	normal
gDNA-Cervical-GC112878	0.002344736475280365	0.58	cervical cancer
gDNA-Cervical-GC112880	0.0025554335222728545	0.76	breast cancer
gDNA-Cervical-GC112881	0.0	0	normal
gDNA-Cervical-GC112882	0.005517931562936701	0.58	colorectal cancer
gDNA-Cervical-GC112883	7.321723620159905E-4	0.4	ovarian cancer
gDNA-Colorectal-GC112876	0.0037594190677006077	0.77	colorectal cancer
gDNA-Colorectal-GC119345	0.0	0	normal
gDNA-Colorectal-GC119346	0.004368152997739803	0.81	colorectal cancer
gDNA-Colorectal-GC119347	0.003198112249817464	0.84	colorectal cancer
gDNA-Colorectal-GC119348	0.0048027144897391325	0.82	colorectal cancer
gDNA-Colorectal-GC119349	0.0027369353424597158	0.65	colorectal cancer
gDNA-Ovarian-GC112879	0.0024967482533692	0.54	breast cancer
gDNA-Ovarian-GC119433	0.0015485804971507506	0.71	breast cancer
gDNA-Ovarian-GC119434	0.001527849771043074	0.5	breast cancer
gDNA-WBC-GC131344	4.7144565747604916E-4	0.11	ovarian cancer
gDNA-WBC-GC131345	8.98846368050914E-4	0.21	colorectal cancer
gDNA-WBC-GC131346	6.241095127254618E-4	0.21	colorectal cancer
gDNA-WBC-GC131347	5.447127906708616E-4	0.16	colorectal cancer
gDNA-WBC-GC131348	5.8090240777636E-4	0.09	cervical cancer
gDNA-WBC-GC131349	4.0442473222085515E-4	0.1	ovarian cancer
gDNA-WBC-GC131350	5.198280046643222E-4	0.01	breast cancer
gDNA-WBC-GC131351	5.756860795503242E-4	0.12	ovarian cancer
gDNA-WBC-GC131352	5.391146819456006E-4	0.17	ovarian cancer
gDNA-WBC-GC131353	9.862306419507944E-4	0.23	colorectal cancer
gDNA-WBC-GC131354	6.80867587113346E-4	0.23	colorectal cancer
gDNA-WBC-GC131355	5.687446811428985E-4	0.15	ovarian cancer
Br62_rep5_Dep6_Tu0.5	3.9190945197898583E-4	0.01	colorectal cancer
Br62_rep5_Dep6_Tu3	6.909994245950683E-4	0.17	colorectal cancer
Br62_rep6_Dep6_Tu30	0.0023279169073685832	0.47	breast cancer
Br62_rep7_Dep6_Tu20	0.0015125742822422886	0.41	breast cancer
Br62_rep2_Dep6_Tu40	0.0030550478091487237	0.41	breast cancer
Br62_rep8_Dep6_Tu0.5	3.464687037752196E-4	0.01	colorectal cancer
Br62_rep5_Dep6_Tu2	2.02211846055945E-4	0.25	ovarian cancer
Br62_rep4_Dep6_Tu50	0.0029050322846999855	0.58	breast cancer
Br62_rep8_Dep6_Tu40	0.0025133925595712623	0.5	breast cancer
Br62_rep7_Dep6_Tu2	0.0	0	normal
Br62_rep9_Dep6_Tu40	0.0030889867430889313	0.48	breast cancer
Br62_rep10_Dep6_Tu2	2.4266801920850596E-4	0.01	colorectal cancer
Br62_rep6_Dep6_Tu10	8.428008166886195E-4	0.23	colorectal cancer
Br62_rep2_Dep6_Tu2	1.4752995892005282E-4	0.12	colorectal cancer
Br62_rep9_Dep6_Tu5	3.8672043781024277E-4	0.23	colorectal cancer
Br62_rep6_Dep6_Tu40	0.0020325951304688036	0.47	breast cancer
Br62_rep4_Dep6_Tu20	0.0015413852296472287	0.41	breast cancer
Br62_rep9_Dep6_Tu1	3.4706129100777936E-4	0.21	colorectal cancer
Br62_rep1_Dep6_Tu0.3	3.00669220583866E-4	0.01	colorectal cancer
Br62_rep3_Dep6_Tu5	7.614010666781077E-4	0.23	colorectal cancer
Br62_rep9_Dep6_Tu50	0.0028241250847897146	0.47	breast cancer
Br62_rep5_Dep6_Tu30	0.0016555008574494275	0.5	breast cancer
Br62_rep9_Dep6_Tu0.5	3.4424207118147E-4	0.01	colorectal cancer
Br62_rep1_Dep6_Tu20	0.001745650307946837	0.41	breast cancer
Br62_rep4_Dep6_Tu2	4.1886591911913115E-4	0.01	colorectal cancer
Br62_rep8_Dep6_Tu3	7.797204982293867E-4	0.16	colorectal cancer
Br62_rep2_Dep6_Tu5	8.947943436541372E-4	0.21	colorectal cancer
Br62_rep2_Dep6_Tu1	3.631776436539677E-4	0.01	breast cancer
Br62_rep8_Dep6_Tu1	4.082165829602166E-4	0.01	colorectal cancer
Br62_rep10_Dep6_Tu0.1	3.288421878467558E-4	0.01	ovarian cancer
Br62_rep3_Dep6_Tu40	0.002362481110348234	0.48	breast cancer
Br62_rep8_Dep6_Tu0.3	3.480432459689604E-4	0.01	colorectal cancer
Br62_rep4_Dep6_Tu0.5	4.0264029106278727E-4	0.01	colorectal cancer
Br62_rep6_Dep6_Tu50	0.0030786992711977594	0.41	breast cancer
Br62_rep7_Dep6_Tu0.1	2.9506271279139916E-4	0.01	colorectal cancer
Br62_rep9_Dep6_Tu30	0.0022033657701287543	0.41	breast cancer
Br62_rep6_Dep6_Tu20	0.0012332247269643292	0.41	breast cancer
Br62_rep5_Dep6_Tu5	6.824891899519468E-4	0.21	colorectal cancer
Br62_rep4_Dep6_Tu40	0.002414446402336033	0.55	breast cancer
Br62_rep8_Dep6_Tu0.1	1.445601728018101E-4	0.01	ovarian cancer
Br62_rep1_Dep6_Tu40	0.002602179355962056	0.41	breast cancer
Br62_rep3_Dep6_Tu30	0.002115123584178069	0.47	breast cancer
Br62_rep7_Dep6_Tu0.5	3.7178530655865684E-4	0.01	colorectal cancer
Br62_rep1_Dep6_Tu10	0.0011174987331145404	0.23	colorectal cancer
Br62_rep10_Dep6_Tu20	0.0014369926142284721	0.41	breast cancer
Br62_rep1_Dep6_Tu5	4.140701291142216E-4	0.22	breast cancer
Br62_rep3_Dep6_Tu50	0.0032285220133632304	0.5	breast cancer
Br62_rep1_Dep6_Tu3	4.883486673572197E-4	0.16	colorectal cancer
Br62_rep7_Dep6_Tu30	0.002348406743962499	0.49	breast cancer
Br62_rep6_Dep6_Tu1	3.776366324442103E-4	0.15	colorectal cancer
Br62_rep1_Dep6_Tu0.5	2.993589687448959E-4	0.01	colorectal cancer
Br62_rep1_Dep6_Tu0.1	3.8787302333472104E-4	0.01	colorectal cancer
Br62_rep9_Dep6_Tu3	3.4602034761481177E-4	0.15	colorectal cancer
Br62_rep5_Dep6_Tu40	0.002372803361185538	0.55	breast cancer
Br62_rep10_Dep6_Tu3	1.5614595541913444E-4	0.16	colorectal cancer
Br62_rep2_Dep6_Tu0.3	4.00026057087923E-4	0.01	colorectal cancer
Br62_rep10_Dep6_Tu40	0.0020961207614168904	0.48	breast cancer
Br62_rep3_Dep6_Tu2	3.215418093490272E-4	0.01	colorectal cancer
Br62_rep5_Dep6_Tu1	1.858838994021247E-4	0.15	ovarian cancer
Br62_rep4_Dep6_Tu1	4.5624571027499846E-4	0.21	colorectal cancer
Br62_rep10_Dep6_Tu0.5	4.4419695856299526E-4	0.01	colorectal cancer
Br62_rep5_Dep6_Tu20	0.001670164259500923	0.41	breast cancer
Br62_rep6_Dep6_Tu0.3	4.6197635890605246E-4	0.01	breast cancer
Br62_rep9_Dep6_Tu0.3	3.6033309937019974E-4	0.01	ovarian cancer
Br62_rep2_Dep6_Tu20	0.0017188041457096355	0.41	breast cancer
Br62_rep6_Dep6_Tu0.5	4.176809658933025E-4	0.01	colorectal cancer
Br62_rep8_Dep6_Tu10	9.153548541621932E-4	0.22	breast cancer
Br62_rep2_Dep6_Tu0.1	4.0685321776589135E-4	0.01	colorectal cancer
Br62_rep5_Dep6_Tu10	9.487803930736345E-4	0.29	breast cancer
Br62_rep10_Dep6_Tu10	9.794153318971016E-4	0.23	breast cancer
Br62_rep4_Dep6_Tu10	4.6411280421012626E-4	0.23	colorectal cancer
Br62_rep3_Dep6_Tu0.1	4.5630973458874894E-4	0.01	colorectal cancer
Br62_rep2_Dep6_Tu50	0.0030698207218714277	0.5	breast cancer
Br62_rep9_Dep6_Tu10	7.535694795192142E-4	0.23	colorectal cancer
Br62_rep5_Dep6_Tu0.3	4.174915487391421E-4	0.01	colorectal cancer
Br62_rep8_Dep6_Tu50	0.0027919574244937287	0.48	breast cancer
Br62_rep4_Dep6_Tu0.3	2.98718574002693E-4	0.01	colorectal cancer
Br62_rep7_Dep6_Tu1	4.0341172608968545E-4	0.13	ovarian cancer
Br62_rep3_Dep6_Tu0.5	3.5100850261955956E-4	0.01	colorectal cancer
Br62_rep7_Dep6_Tu40	0.0021541625195946558	0.41	breast cancer
Br62_rep2_Dep6_Tu3	4.1245109219616773E-4	0.18	ovarian cancer
Br62_rep2_Dep6_Tu0.5	4.1743959478725897E-4	0.01	colorectal cancer
Br62_rep1_Dep6_Tu50	0.0027932441596174207	0.48	breast cancer
Br62_rep3_Dep6_Tu3	3.499356561446092E-4	0.23	colorectal cancer
Br62_rep7_Dep6_Tu3	2.7281062524942153E-4	0.12	breast cancer
Br62_rep3_Dep6_Tu0.3	3.370054498198293E-4	0.01	colorectal cancer
Br62_rep8_Dep6_Tu30	0.0025613366245778725	0.47	breast cancer
Br62_rep4_Dep6_Tu30	0.0023698903210290796	0.47	breast cancer
Br62_rep6_Dep6_Tu3	2.871877188604193E-4	0.16	colorectal cancer
Br62_rep4_Dep6_Tu0.1	3.256183885317915E-4	0.01	colorectal cancer
Br62_rep8_Dep6_Tu5	4.5639326722845907E-4	0.17	colorectal cancer
Br62_rep10_Dep6_Tu50	0.0035019522710253385	0.58	breast cancer
Br62_rep10_Dep6_Tu0.3	4.4710123399984266E-4	0.01	ovarian cancer
Br62_rep3_Dep6_Tu20	0.0015518557552916146	0.34	breast cancer
Br62_rep1_Dep6_Tu1	3.4750997611675673E-4	0.01	colorectal cancer
Br62_rep3_Dep6_Tu1	3.962780049239522E-4	0.01	colorectal cancer
Br62_rep9_Dep6_Tu2	3.803434027278866E-4	0.17	colorectal cancer
Br62_rep7_Dep6_Tu50	0.0032106590005197915	0.5	breast cancer
Br62_rep7_Dep6_Tu5	2.3348291872107388E-4	0.21	colorectal cancer
Br62_rep8_Dep6_Tu2	2.868294772940312E-4	0.17	colorectal cancer
Br62_rep5_Dep6_Tu0.1	3.3825632600144995E-4	0.01	breast cancer
Br62_rep6_Dep6_Tu5	3.384930399483467E-4	0.23	colorectal cancer
Br62_rep9_Dep6_Tu20	0.0013041822849446205	0.41	breast cancer
Br62_rep2_Dep6_Tu30	0.0023683814017682243	0.47	breast cancer
Br62_rep7_Dep6_Tu10	3.139960671945085E-4	0.23	breast cancer
Br62_rep6_Dep6_Tu0.1	3.721948213855325E-4	0.01	ovarian cancer
Br62_rep5_Dep6_Tu50	0.003258280564591725	0.58	breast cancer
Br62_rep10_Dep6_Tu1	2.3648653961253564E-4	0.01	colorectal cancer
Br62_rep1_Dep6_Tu30	0.0017895809170321872	0.41	breast cancer
Br62_rep7_Dep6_Tu0.3	1.8746753953025774E-4	0.01	colorectal cancer
Br62_rep2_Dep6_Tu10	4.8361726663338897E-4	0.23	colorectal cancer
Br62_rep9_Dep6_Tu0.1	2.678095081842461E-4	0.01	colorectal cancer
Br62_rep3_Dep6_Tu10	7.559231038044882E-4	0.23	colorectal cancer
Br62_rep4_Dep6_Tu5	5.639244038509573E-4	0.23	colorectal cancer
Br62_rep8_Dep6_Tu20	0.0017893330465103636	0.41	breast cancer
Br62_rep1_Dep6_Tu2	5.921513470549047E-4	0.22	colorectal cancer
Br62_rep10_Dep6_Tu5	7.613935108404168E-4	0.21	breast cancer
Br62_rep10_Dep6_Tu30	0.0016882309724524259	0.41	breast cancer
Br62_rep6_Dep6_Tu2	7.285295481201903E-4	0.21	ovarian cancer
Br62_rep4_Dep6_Tu3	4.42440349153704E-4	0.16	colorectal cancer
Br66_rep4_Dep6_Tu50	0.0038914259204700405	0.55	breast cancer
Br66_rep3_Dep6_Tu0.5	2.2131875831616577E-4	0.01	breast cancer
Br66_rep2_Dep6_Tu3	4.893569454908557E-4	0.13	ovarian cancer
Br66_rep6_Dep6_Tu40	0.0028770222179222665	0.47	breast cancer
Br66_rep9_Dep6_Tu0.1	2.6797411957983977E-4	0.01	colorectal cancer
Br66_rep9_Dep6_Tu5	4.681304383683826E-4	0.18	breast cancer
Br66_rep10_Dep6_Tu1	4.139234103526402E-4	0.01	cervical cancer
Br66_rep6_Dep6_Tu20	0.0018786648056345996	0.34	breast cancer
Br66_rep10_Dep6_Tu30	0.002152392626022245	0.41	breast cancer
Br66_rep10_Dep6_Tu5	6.824803658540061E-4	0.08	breast cancer
Br66_rep7_Dep6_Tu1	4.2225665019453746E-4	0.01	breast cancer
Br66_rep6_Dep6_Tu0.3	4.616251272193293E-4	0.01	ovarian cancer
Br66_rep1_Dep6_Tu30	0.002706805745468765	0.41	breast cancer
Br66_rep3_Dep6_Tu1	3.706561247405735E-4	0.01	breast cancer
Br66_rep3_Dep6_Tu30	0.002476666028560169	0.41	breast cancer
Br66_rep9_Dep6_Tu1	1.8523112764012444E-4	0.11	ovarian cancer
Br66_rep9_Dep6_Tu40	0.0031911723332228525	0.47	breast cancer
Br66_rep5_Dep6_Tu1	4.0232927038679915E-4	0.01	breast cancer
Br66_rep2_Dep6_Tu5	5.769394668462723E-4	0.15	ovarian cancer
Br66_rep5_Dep6_Tu30	0.0024914591414609767	0.44	breast cancer
Br66_rep7_Dep6_Tu50	0.0032096592238378134	0.5	breast cancer
Br66_rep4_Dep6_Tu40	0.0025402815751030877	0.47	breast cancer
Br66_rep8_Dep6_Tu5	5.531730755888155E-4	0.21	ovarian cancer
Br66_rep9_Dep6_Tu2	4.8688186931217784E-4	0.01	breast cancer
Br66_rep6_Dep6_Tu30	0.0027220009322981584	0.41	breast cancer
Br66_rep4_Dep6_Tu0.1	3.224204182388489E-4	0.01	colorectal cancer
Br66_rep5_Dep6_Tu10	0.0011613101125459969	0.19	breast cancer
Br66_rep3_Dep6_Tu40	0.0027650137077760454	0.41	breast cancer
Br66_rep9_Dep6_Tu0.5	2.782309603989194E-4	0.01	colorectal cancer
Br66_rep8_Dep6_Tu2	4.7684942539491526E-4	0.01	breast cancer
Br66_rep10_Dep6_Tu2	4.557466379093878E-4	0.17	ovarian cancer
Br66_rep6_Dep6_Tu0.1	3.7607216841820936E-4	0.01	ovarian cancer
Br66_rep5_Dep6_Tu0.5	4.242576580371454E-4	0.01	colorectal cancer
Br66_rep2_Dep6_Tu20	0.001905787625029592	0.41	breast cancer
Br66_rep4_Dep6_Tu0.5	3.618456132811134E-4	0.01	colorectal cancer
Br66_rep4_Dep6_Tu5	6.821176712677386E-4	0.18	ovarian cancer
Br66_rep8_Dep6_Tu0.5	3.4203924386157116E-4	0.01	colorectal cancer
Br66_rep5_Dep6_Tu20	0.002157382450395592	0.28	breast cancer
Br66_rep1_Dep6_Tu3	3.5102475193413303E-4	0.17	ovarian cancer
Br66_rep10_Dep6_Tu10	9.80394781484798E-4	0.23	breast cancer
Br66_rep3_Dep6_Tu10	6.474920406456745E-4	0.21	breast cancer
Br66_rep10_Dep6_Tu40	0.002681615823743613	0.47	breast cancer
Br66_rep1_Dep6_Tu50	0.0034337159417890785	0.5	breast cancer
