Sample ID	Log-likelihood ratio	Predicted tumor burden	Predicted sample class
Control-GRP-GC118464	6.956952676888359E-4	0.15	ovarian cancer
Control-GRP-GC118466	7.612125266417213E-4	0.1	ovarian cancer
Control-GRP-GC118474	0.00352844216867832	0.23	colorectal cancer
Control-GRP-GC118476	6.844711042131246E-4	0.14	ovarian cancer
Control-GRP-GC118478	4.1811533934492466E-4	0.01	breast cancer
Control-GRP-GC118484	3.4472428722145563E-4	0.01	colorectal cancer
Control-GRP-GC118485	6.519951102260586E-4	0.01	breast cancer
Control-GRP-GC118486	4.542796276341877E-4	0.01	ovarian cancer
Control-GRP-GC118489	8.581577807332588E-4	0.14	ovarian cancer
Control-GRP-GC118490	6.67045834050461E-4	0.41	colorectal cancer
Control-GRP-GC118491	7.659411443146646E-4	0.23	colorectal cancer
Control-GRP-GC118494	5.983341412136363E-4	0.1	ovarian cancer
Control-GRP-GC118496	6.394728055314626E-4	0.11	ovarian cancer
Control-GRP-GC118497	6.308282146437384E-4	0.01	breast cancer
Control-GRP-GC118499	7.395843219302409E-4	0.01	breast cancer
Control-GRP-GC119340	6.05123097780772E-4	0.01	breast cancer
Control-GRP-GC119343	6.30362181186218E-4	0.01	cervical cancer
Control-GRP-GC119367	5.413714724201466E-4	0.41	colorectal cancer
Control-GRP-GC119369	4.104531456564739E-4	0.01	breast cancer
Control-GRP-GC119370	5.144981306937214E-4	0.13	ovarian cancer
Control-GRP-GC119374	5.389591447370436E-4	0.01	breast cancer
Control-GRP-GC119375	7.262211764452034E-4	0.17	ovarian cancer
Control-GRP-GC119377	6.21931934274406E-4	0.21	colorectal cancer
Control-GRP-GC119383	6.558549937383207E-4	0.1	ovarian cancer
Control-GRP-GC119384	5.37125280637039E-4	0.01	breast cancer
Control-GRP-GC119386	0.00137943532806692	0.23	colorectal cancer
Control-GRP-GC119388	6.704503838224626E-4	0.01	breast cancer
Control-GRP-GC119389	9.294468409849227E-4	0.11	ovarian cancer
Control-GRP-GC119390	0.0010266882366249475	0.23	colorectal cancer
Control-GRP-GC119391	5.542420538551744E-4	0.21	colorectal cancer
Control-GRP-GC119394	4.7031343983914274E-4	0.01	breast cancer
Control-GRP-GC119395	8.098371624260201E-4	0.17	ovarian cancer
Control-GRP-GC119397	7.754598740607216E-4	0.13	ovarian cancer
Control-GRP-GC119398	6.212565610818908E-4	0.01	breast cancer
Control-GRP-GC119399	8.342084654479046E-4	0.13	ovarian cancer
Control-GRP-GC119400	7.507210970628861E-4	0.23	colorectal cancer
Control-GRP-GC119401	4.6504084831893496E-4	0.01	breast cancer
Control-GRP-GC119402	8.501421744879689E-4	0.41	colorectal cancer
Control-GRP-GC119403	7.195187299039817E-4	0.1	ovarian cancer
Control-GRP-GC119405	8.53382265920317E-4	0.41	colorectal cancer
Control-GRP-GC119410	6.62194626646448E-4	0.11	ovarian cancer
Control-GRP-GC119411	3.777076927313682E-4	0.15	ovarian cancer
Control-GRP-GC119415	4.96445555922771E-4	0.01	ovarian cancer
Control-GRP-GC119416	7.550827059104663E-4	0.17	ovarian cancer
Control-GRP-GC119417	7.032068757073845E-4	0.12	ovarian cancer
Control-GRP-GC119419	6.067650480428384E-4	0.23	colorectal cancer
Control-GRP-GC119420	7.712826325564263E-4	0.13	ovarian cancer
Control-GRP-GC119421	3.2076780037608454E-4	0.17	ovarian cancer
Control-GRP-GC119422	5.014540902768132E-4	0.01	breast cancer
Control-GRP-GC119426	8.879859413151781E-4	0.18	ovarian cancer
Control-GRP-GC119430	7.388579233450897E-4	0.14	ovarian cancer
Control-GRP-GC121331	4.6031713017229446E-4	0.16	colorectal cancer
Control-GRP-GC121332	6.787034635044601E-4	0.17	ovarian cancer
Control-GRP-GC121336	3.261315085885551E-4	0.01	ovarian cancer
Control-GRP-GC121337	4.57392017267256E-4	0.13	ovarian cancer
Control-GRP-GC121338	4.782710366011888E-4	0.01	colorectal cancer
Control-GRP-GC121339	5.145438519003498E-4	0.01	breast cancer
Control-GRP-GC121340	5.134429255079969E-4	0.15	ovarian cancer
Control-GRP-GC121341	4.996106970597038E-4	0.01	breast cancer
Control-GRP-GC121342	7.347689426852872E-4	0.15	ovarian cancer
Control-GRP-GC121343	8.031196917439616E-4	0.21	ovarian cancer
Control-GRP-GC121346	3.710157331848748E-4	0.01	breast cancer
Control-GRP-GC121347	5.184405441904853E-4	0.23	colorectal cancer
Control-GRP-GC121348	4.5200161749182406E-4	0.01	breast cancer
Control-GRP-GC121349	4.687557707752818E-4	0.01	cervical cancer
gDNA-Breast-GC1002316	0.004264147805957911	0.6	breast cancer
gDNA-Breast-GC1003962	0.002876430600120988	0.8	breast cancer
gDNA-Breast-GC1003963	0.005058442888236785	0.88	breast cancer
gDNA-Breast-GC1003965	0.004634730817544317	0.76	breast cancer
gDNA-Breast-GC1003966	0.004662365876654944	0.87	breast cancer
gDNA-Cervical-GC112877	0.0	0	normal
gDNA-Cervical-GC112878	0.002319531288786169	0.49	cervical cancer
gDNA-Cervical-GC112880	0.001412080984474202	0.99	colorectal cancer
gDNA-Cervical-GC112881	0.0	0	normal
gDNA-Cervical-GC112882	0.005055969632216677	0.58	cervical cancer
gDNA-Cervical-GC112883	8.402930534928576E-4	0.36	ovarian cancer
gDNA-Colorectal-GC112876	0.003195680231885715	0.73	colorectal cancer
gDNA-Colorectal-GC119345	0.0	0	normal
gDNA-Colorectal-GC119346	0.004008064497197657	0.81	colorectal cancer
gDNA-Colorectal-GC119347	0.0028675291919802487	0.85	colorectal cancer
gDNA-Colorectal-GC119348	0.0044143628976971005	0.8	colorectal cancer
gDNA-Colorectal-GC119349	0.002328921780329425	0.65	breast cancer
gDNA-Ovarian-GC112879	0.0020030120411280465	0.41	breast cancer
gDNA-Ovarian-GC119433	0.0010928346718285682	0.67	breast cancer
gDNA-Ovarian-GC119434	0.0018092944777497808	0.54	breast cancer
gDNA-WBC-GC131344	3.848128524693753E-4	0.01	cervical cancer
gDNA-WBC-GC131345	0.001211754255171564	0.23	colorectal cancer
gDNA-WBC-GC131346	6.70159150974531E-4	0.22	colorectal cancer
gDNA-WBC-GC131347	4.821269891922277E-4	0.01	cervical cancer
gDNA-WBC-GC131348	6.173759478325728E-4	0.09	cervical cancer
gDNA-WBC-GC131349	4.722112522846687E-4	0.22	colorectal cancer
gDNA-WBC-GC131350	4.7835897505150017E-4	0.01	breast cancer
gDNA-WBC-GC131351	5.472674086537116E-4	0.21	colorectal cancer
gDNA-WBC-GC131352	4.3547830486917645E-4	0.15	ovarian cancer
gDNA-WBC-GC131353	8.200177709995783E-4	0.23	colorectal cancer
gDNA-WBC-GC131354	6.935069780178065E-4	0.23	colorectal cancer
gDNA-WBC-GC131355	4.5756619823377414E-4	0.23	colorectal cancer
Br62_rep5_Dep6_Tu0.5	3.3344834135669364E-4	0.11	ovarian cancer
Br62_rep5_Dep6_Tu3	7.435575124415763E-4	0.17	colorectal cancer
Br62_rep6_Dep6_Tu30	0.00169764948767406	0.41	breast cancer
Br62_rep7_Dep6_Tu20	0.0011771551937526886	0.41	breast cancer
Br62_rep2_Dep6_Tu40	0.0024454163803216125	0.41	breast cancer
Br62_rep8_Dep6_Tu0.5	1.472637156196236E-4	0.01	colorectal cancer
Br62_rep5_Dep6_Tu2	1.415259712748595E-4	0.21	ovarian cancer
Br62_rep4_Dep6_Tu50	0.0018080412084351613	0.5	breast cancer
Br62_rep8_Dep6_Tu40	0.0019097128472956271	0.41	breast cancer
Br62_rep7_Dep6_Tu2	0.0	0	normal
Br62_rep9_Dep6_Tu40	0.0023526808185172932	0.41	breast cancer
Br62_rep10_Dep6_Tu2	3.143547848261201E-4	0.16	colorectal cancer
Br62_rep6_Dep6_Tu10	8.385009584639272E-4	0.23	colorectal cancer
Br62_rep2_Dep6_Tu2	2.4382333468663916E-4	0.12	colorectal cancer
Br62_rep9_Dep6_Tu5	5.370335059607509E-4	0.23	colorectal cancer
Br62_rep6_Dep6_Tu40	0.0012443247302965292	0.41	breast cancer
Br62_rep4_Dep6_Tu20	0.001117561765905652	0.41	colorectal cancer
Br62_rep9_Dep6_Tu1	3.2964711696786944E-4	0.16	colorectal cancer
Br62_rep1_Dep6_Tu0.3	3.792136355527109E-4	0.01	colorectal cancer
Br62_rep3_Dep6_Tu5	6.41399392859422E-4	0.21	colorectal cancer
Br62_rep9_Dep6_Tu50	0.0020309450791858095	0.47	breast cancer
Br62_rep5_Dep6_Tu30	0.0011357930325476325	0.41	breast cancer
Br62_rep9_Dep6_Tu0.5	3.311950133708007E-4	0.01	colorectal cancer
Br62_rep1_Dep6_Tu20	0.0012794498199875997	0.34	breast cancer
Br62_rep4_Dep6_Tu2	3.6997429538061777E-4	0.01	colorectal cancer
Br62_rep8_Dep6_Tu3	6.466306043019627E-4	0.16	colorectal cancer
Br62_rep2_Dep6_Tu5	8.375097371378451E-4	0.23	colorectal cancer
Br62_rep2_Dep6_Tu1	2.988419798626311E-4	0.01	breast cancer
Br62_rep8_Dep6_Tu1	2.8139305528884697E-4	0.01	colorectal cancer
Br62_rep10_Dep6_Tu0.1	2.872503113138992E-4	0.01	breast cancer
Br62_rep3_Dep6_Tu40	0.0018310904639192171	0.41	breast cancer
Br62_rep8_Dep6_Tu0.3	3.578631820224888E-4	0.01	colorectal cancer
Br62_rep4_Dep6_Tu0.5	3.7575990040046646E-4	0.01	colorectal cancer
Br62_rep6_Dep6_Tu50	0.0022977614893189427	0.41	breast cancer
Br62_rep7_Dep6_Tu0.1	3.037804008593177E-4	0.01	colorectal cancer
Br62_rep9_Dep6_Tu30	0.0015426375556008092	0.41	breast cancer
Br62_rep6_Dep6_Tu20	7.189784899775632E-4	0.34	breast cancer
Br62_rep5_Dep6_Tu5	6.546808709567392E-4	0.21	colorectal cancer
Br62_rep4_Dep6_Tu40	0.0015350022573164858	0.53	breast cancer
Br62_rep8_Dep6_Tu0.1	2.411738350469222E-4	0.01	breast cancer
Br62_rep1_Dep6_Tu40	0.0018165022274619772	0.4	breast cancer
Br62_rep3_Dep6_Tu30	0.0013845337795636366	0.43	breast cancer
Br62_rep7_Dep6_Tu0.5	3.3866205186143164E-4	0.01	colorectal cancer
Br62_rep1_Dep6_Tu10	0.001055265329536005	0.23	colorectal cancer
Br62_rep10_Dep6_Tu20	0.0010145332376330697	0.38	breast cancer
Br62_rep1_Dep6_Tu5	1.3997492087480652E-4	0.17	breast cancer
Br62_rep3_Dep6_Tu50	0.0024296059489639327	0.41	breast cancer
Br62_rep1_Dep6_Tu3	5.898738876180394E-4	0.14	colorectal cancer
Br62_rep7_Dep6_Tu30	0.0016149551567157295	0.43	breast cancer
Br62_rep6_Dep6_Tu1	3.59136734759154E-4	0.15	colorectal cancer
Br62_rep1_Dep6_Tu0.5	3.7561799355649507E-4	0.01	colorectal cancer
Br62_rep1_Dep6_Tu0.1	3.099664174589877E-4	0.01	breast cancer
Br62_rep9_Dep6_Tu3	4.215513375063505E-4	0.25	ovarian cancer
Br62_rep5_Dep6_Tu40	0.0015822806839495749	0.48	breast cancer
Br62_rep10_Dep6_Tu3	0.0	0	normal
Br62_rep2_Dep6_Tu0.3	3.0551240420624933E-4	0.01	breast cancer
Br62_rep10_Dep6_Tu40	0.0011300475968736574	0.41	breast cancer
Br62_rep3_Dep6_Tu2	3.7840175429841664E-4	0.01	colorectal cancer
Br62_rep5_Dep6_Tu1	1.756889040678248E-4	0.01	breast cancer
Br62_rep4_Dep6_Tu1	4.236720238557055E-4	0.01	colorectal cancer
Br62_rep10_Dep6_Tu0.5	4.313565639619031E-4	0.01	colorectal cancer
Br62_rep5_Dep6_Tu20	0.0011939464117212259	0.34	breast cancer
Br62_rep6_Dep6_Tu0.3	4.397517268284682E-4	0.01	breast cancer
Br62_rep9_Dep6_Tu0.3	3.491106954794939E-4	0.01	breast cancer
Br62_rep2_Dep6_Tu20	0.0014168208234976863	0.41	breast cancer
Br62_rep6_Dep6_Tu0.5	4.2023452754108684E-4	0.12	ovarian cancer
Br62_rep8_Dep6_Tu10	8.04190190725321E-4	0.23	colorectal cancer
Br62_rep2_Dep6_Tu0.1	3.499930102436955E-4	0.01	breast cancer
Br62_rep5_Dep6_Tu10	5.850446580817631E-4	0.41	colorectal cancer
Br62_rep10_Dep6_Tu10	9.032857813129004E-4	0.21	breast cancer
Br62_rep4_Dep6_Tu10	7.314980704868778E-4	0.23	colorectal cancer
Br62_rep3_Dep6_Tu0.1	4.3042933972242046E-4	0.01	breast cancer
Br62_rep2_Dep6_Tu50	0.002581197659346566	0.41	breast cancer
Br62_rep9_Dep6_Tu10	6.67682899602613E-4	0.23	colorectal cancer
Br62_rep5_Dep6_Tu0.3	3.8070684440999296E-4	0.01	colorectal cancer
Br62_rep8_Dep6_Tu50	0.0020717002339989275	0.41	breast cancer
Br62_rep4_Dep6_Tu0.3	4.1382388066051723E-4	0.01	colorectal cancer
Br62_rep7_Dep6_Tu1	3.4651615680376566E-4	0.13	ovarian cancer
Br62_rep3_Dep6_Tu0.5	3.279606530864697E-4	0.01	breast cancer
Br62_rep7_Dep6_Tu40	0.0014497887390076257	0.34	breast cancer
Br62_rep2_Dep6_Tu3	4.121727338582281E-4	0.17	ovarian cancer
Br62_rep2_Dep6_Tu0.5	3.072069163962503E-4	0.01	colorectal cancer
Br62_rep1_Dep6_Tu50	0.0024922579477641878	0.41	breast cancer
Br62_rep3_Dep6_Tu3	2.716343460483243E-4	0.21	breast cancer
Br62_rep7_Dep6_Tu3	3.1087094806413245E-4	0.21	colorectal cancer
Br62_rep3_Dep6_Tu0.3	4.5441020295442636E-4	0.15	ovarian cancer
Br62_rep8_Dep6_Tu30	0.0019168251965100086	0.41	breast cancer
Br62_rep4_Dep6_Tu30	0.0015768184411993477	0.42	breast cancer
Br62_rep6_Dep6_Tu3	4.772383317543241E-4	0.16	colorectal cancer
Br62_rep4_Dep6_Tu0.1	3.0597756850277445E-4	0.01	colorectal cancer
Br62_rep8_Dep6_Tu5	4.408344670498104E-4	0.17	colorectal cancer
Br62_rep10_Dep6_Tu50	0.0024836646602447005	0.45	breast cancer
Br62_rep10_Dep6_Tu0.3	4.151064502885353E-4	0.01	ovarian cancer
Br62_rep3_Dep6_Tu20	0.0012374627410351913	0.34	breast cancer
Br62_rep1_Dep6_Tu1	3.072703791229706E-4	0.01	colorectal cancer
Br62_rep3_Dep6_Tu1	4.7496126352423567E-4	0.01	colorectal cancer
Br62_rep9_Dep6_Tu2	3.857224905517234E-4	0.17	colorectal cancer
Br62_rep7_Dep6_Tu50	0.002324817954913275	0.5	breast cancer
Br62_rep7_Dep6_Tu5	2.2246388442321525E-4	0.23	colorectal cancer
Br62_rep8_Dep6_Tu2	3.416847295821864E-4	0.17	colorectal cancer
Br62_rep5_Dep6_Tu0.1	3.702393515858421E-4	0.01	breast cancer
Br62_rep6_Dep6_Tu5	2.5557612996202555E-4	0.21	colorectal cancer
Br62_rep9_Dep6_Tu20	0.0010809871281623573	0.41	breast cancer
Br62_rep2_Dep6_Tu30	0.0015287720352303203	0.41	breast cancer
Br62_rep7_Dep6_Tu10	8.245385705103365E-5	0.23	breast cancer
Br62_rep6_Dep6_Tu0.1	3.906110789266673E-4	0.01	colorectal cancer
Br62_rep5_Dep6_Tu50	0.002322350173391668	0.48	breast cancer
Br62_rep10_Dep6_Tu1	4.077191390087958E-4	0.01	colorectal cancer
Br62_rep1_Dep6_Tu30	9.615667521723295E-4	0.41	breast cancer
Br62_rep7_Dep6_Tu0.3	2.8773635045231227E-4	0.01	colorectal cancer
Br62_rep2_Dep6_Tu10	6.174411312316613E-4	0.23	colorectal cancer
Br62_rep9_Dep6_Tu0.1	3.533190216815387E-4	0.01	colorectal cancer
Br62_rep3_Dep6_Tu10	6.110078737975474E-4	0.23	colorectal cancer
Br62_rep4_Dep6_Tu5	3.6305331450613127E-4	0.23	colorectal cancer
Br62_rep8_Dep6_Tu20	0.0012074028623396697	0.42	colorectal cancer
Br62_rep1_Dep6_Tu2	5.217070300493555E-4	0.21	colorectal cancer
Br62_rep10_Dep6_Tu5	6.014698898933315E-4	0.23	colorectal cancer
Br62_rep10_Dep6_Tu30	0.0011796423635584295	0.41	breast cancer
Br62_rep6_Dep6_Tu2	5.522832868303419E-4	0.17	ovarian cancer
Br62_rep4_Dep6_Tu3	4.885094675241895E-4	0.17	colorectal cancer
Br66_rep4_Dep6_Tu50	0.0036126453983898357	0.55	breast cancer
Br66_rep3_Dep6_Tu0.5	2.081941932469275E-4	0.01	breast cancer
Br66_rep2_Dep6_Tu3	4.7799280026267394E-4	0.15	ovarian cancer
Br66_rep6_Dep6_Tu40	0.0026863001865491173	0.5	breast cancer
Br66_rep9_Dep6_Tu0.1	3.572005083808595E-4	0.01	colorectal cancer
Br66_rep9_Dep6_Tu5	4.733378384389654E-4	0.14	breast cancer
Br66_rep10_Dep6_Tu1	1.4291475908569657E-4	0.01	breast cancer
Br66_rep6_Dep6_Tu20	0.0016157507924456527	0.32	breast cancer
Br66_rep10_Dep6_Tu30	0.0021845090314775413	0.41	breast cancer
Br66_rep10_Dep6_Tu5	6.16130846085247E-4	0.08	breast cancer
Br66_rep7_Dep6_Tu1	4.001009607164395E-4	0.02	breast cancer
Br66_rep6_Dep6_Tu0.3	4.3836596253404674E-4	0.01	breast cancer
Br66_rep1_Dep6_Tu30	0.0023658489862660816	0.41	breast cancer
Br66_rep3_Dep6_Tu1	4.288846195431178E-4	0.01	breast cancer
Br66_rep3_Dep6_Tu30	0.002546439320324782	0.47	breast cancer
Br66_rep9_Dep6_Tu1	2.3231264449677884E-4	0.15	ovarian cancer
Br66_rep9_Dep6_Tu40	0.003147717573552541	0.44	breast cancer
Br66_rep5_Dep6_Tu1	4.5491320264595344E-4	0.01	breast cancer
Br66_rep2_Dep6_Tu5	3.279321380836722E-4	0.07	breast cancer
Br66_rep5_Dep6_Tu30	0.0019215528915215551	0.44	breast cancer
Br66_rep7_Dep6_Tu50	0.002986210887734165	0.5	breast cancer
Br66_rep4_Dep6_Tu40	0.0024959840970483703	0.5	breast cancer
Br66_rep8_Dep6_Tu5	4.7988830060182336E-4	0.21	ovarian cancer
Br66_rep9_Dep6_Tu2	4.1021457403553357E-4	0.01	breast cancer
Br66_rep6_Dep6_Tu30	0.0024355810966697157	0.41	breast cancer
Br66_rep4_Dep6_Tu0.1	2.788155152322768E-4	0.01	colorectal cancer
Br66_rep5_Dep6_Tu10	9.0000584301327E-4	0.16	breast cancer
Br66_rep3_Dep6_Tu40	0.0028852367340823012	0.41	breast cancer
Br66_rep9_Dep6_Tu0.5	2.5011390925474755E-4	0.01	breast cancer
Br66_rep8_Dep6_Tu2	4.531614417116153E-4	0.01	breast cancer
Br66_rep10_Dep6_Tu2	4.905647693892524E-4	0.17	ovarian cancer
Br66_rep6_Dep6_Tu0.1	3.665816815290368E-4	0.01	colorectal cancer
Br66_rep5_Dep6_Tu0.5	3.272802718941037E-4	0.01	colorectal cancer
Br66_rep2_Dep6_Tu20	0.0020343580706506576	0.41	breast cancer
Br66_rep4_Dep6_Tu0.5	3.8317392457936484E-4	0.15	ovarian cancer
Br66_rep4_Dep6_Tu5	4.3758474406107917E-4	0.23	ovarian cancer
Br66_rep8_Dep6_Tu0.5	4.0606712310772413E-4	0.11	ovarian cancer
Br66_rep5_Dep6_Tu20	0.002122671012838168	0.28	breast cancer
Br66_rep1_Dep6_Tu3	4.0779676145820203E-4	0.17	ovarian cancer
Br66_rep10_Dep6_Tu10	9.705220805140199E-4	0.23	breast cancer
Br66_rep3_Dep6_Tu10	6.834270141454597E-4	0.21	breast cancer
Br66_rep10_Dep6_Tu40	0.002727629565201686	0.41	breast cancer
Br66_rep1_Dep6_Tu50	0.003314781324247091	0.58	breast cancer
Br66_rep10_Dep6_Tu0.5	3.2016477898343305E-4	0.01	colorectal cancer
